season_end,Rk_x,player,pos,age,bref_team_id,g,gs,mp,fg,fga,fg_,x3p,x3pa,x3p_,x2p,x2pa,x2p_,efg_,ft,fta,ft_,orb,drb,trb,ast,stl,blk,tov,pf,pts,MP,PER_x,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS_x,OBPM,DBPM,BPM,VORP,exp,WSp48,PER_mean,WS_mean
1980,38,Marty Byrnes,SF,23,LAL,32,0,6.1,0.8,1.6,0.5,0.0,0.0,0.0,0.8,1.6,0.5,0.5,0.4,0.5,0.867,0.3,0.6,0.8,0.4,0.2,0.0,0.7,1.0,2.0,194,6.3,0.557,0.0,0.3,5.5,9.3,7.6,7.9,1.2,0.3,28.0,16.2,-0.1,0.2,0.0,-4.3,-1.7,-6.0,-0.2,1,0.009,9.85,1.05
1980,45,Ron Carter,SG,23,IND,13,0,9.0,1.2,2.8,0.405,0.0,0.0,0.0,1.2,2.8,0.405,0.405,0.2,0.5,0.286,0.4,1.1,1.5,0.7,0.2,0.2,0.8,1.5,2.5,117,4.2,0.399,0.0,0.189,4.3,12.8,8.4,9.8,0.8,1.4,20.0,16.6,-0.2,0.1,-0.1,-6.8,-1.6,-8.4,-0.2,1,-0.058,6.75,-0.05
1980,49,Maurice Cheeks,PG,23,PHI,79,0,33.2,4.5,8.4,0.54,0.1,0.1,0.444,4.5,8.3,0.541,0.543,2.3,2.9,0.779,0.9,2.5,3.5,7.0,2.3,0.4,2.7,2.5,11.4,2623,15.9,0.589,0.014,0.349,3.2,7.6,5.5,28.2,3.3,0.7,22.1,14.9,3.8,4.1,7.9,1.0,1.2,2.2,2.8,1,0.145,16.14,6.89333333333
1980,55,Michael Cooper,SG,23,LAL,82,0,24.1,3.7,7.0,0.524,0.1,0.2,0.25,3.6,6.8,0.534,0.529,1.4,1.7,0.776,1.2,1.6,2.8,2.7,1.0,0.5,1.7,2.6,8.8,1973,12.5,0.563,0.035,0.247,6.1,6.5,6.3,13.5,2.0,1.0,18.1,15.9,2.2,1.8,4.0,0.0,-0.1,-0.1,0.9,1,0.097,13.0333333333,4.36666666667
1980,56,Wayne Cooper,PF,23,GSW,79,0,22.5,4.6,9.5,0.489,0.0,0.1,0.25,4.6,9.4,0.491,0.49,1.7,2.3,0.751,2.6,3.9,6.4,0.5,0.3,1.0,1.8,3.1,11.0,1781,14.8,0.525,0.005,0.241,12.1,19.5,15.7,3.5,0.5,2.6,14.4,22.4,1.1,1.6,2.8,-2.0,-1.9,-3.9,-0.9,1,0.074,12.7571428571,2.64285714286
1980,58,Dave Corzine,C,23,WSB,78,0,10.6,1.2,2.8,0.417,0.0,0.0,0.0,1.2,2.8,0.417,0.417,0.6,0.9,0.662,1.3,2.1,3.5,0.8,0.1,0.4,0.8,1.5,2.9,826,10.3,0.457,0.0,0.315,12.5,20.4,16.4,9.7,0.5,2.0,19.6,14.6,-0.1,0.9,0.9,-3.2,1.1,-2.1,0.0,1,0.05,12.4692307692,2.88461538462
1980,67,Harry Davis,SF,24,SAS,4,0,7.5,1.5,3.0,0.5,0.0,0.0,0.0,1.5,3.0,0.5,0.5,0.3,0.5,0.5,0.5,1.0,1.5,0.0,0.3,0.0,0.8,2.0,3.3,30,5.8,0.505,0.0,0.167,7.3,14.0,10.7,0.0,1.5,0.0,18.9,20.0,0.0,0.0,0.0,-6.2,-5.8,-12.0,-0.1,1,-0.03,8.2,0.15
1980,81,Bob Elliott,PF,24,NJN,54,0,13.4,1.9,4.2,0.443,0.0,0.1,0.25,1.9,4.1,0.446,0.445,1.9,2.8,0.684,1.2,2.2,3.4,1.0,0.5,0.3,1.6,1.8,5.7,722,11.6,0.521,0.018,0.667,9.6,16.9,13.3,10.0,1.8,1.1,23.0,20.5,-0.3,1.0,0.8,-3.3,0.1,-3.2,-0.2,1,0.05,12.5,1.03333333333
1980,91,Phil Ford,PG,23,KCK,82,0,32.0,6.0,12.9,0.462,0.0,0.3,0.174,5.9,12.6,0.469,0.464,4.2,5.2,0.818,0.4,1.7,2.1,7.4,1.7,0.0,3.4,2.5,16.2,2621,16.5,0.534,0.022,0.4,1.1,6.1,3.5,32.4,2.4,0.1,18.5,23.3,2.7,3.4,6.1,0.6,-1.0,-0.4,1.1,1,0.111,12.6,3.34285714286
1980,101,Jack Givens,SF,23,ATL,82,0,15.3,2.2,5.8,0.385,0.0,0.0,0.0,2.2,5.7,0.386,0.385,1.3,1.6,0.828,1.4,1.6,3.0,0.7,0.6,0.2,0.7,1.6,5.7,1254,11.5,0.444,0.004,0.271,9.7,11.0,10.4,6.9,2.0,0.9,10.0,19.2,0.6,1.6,2.2,-1.9,0.1,-1.8,0.1,1,0.084,12.25,2.15
