,season_end,player,age
1120,1995,Donyell Marshall,21
1121,1995,Darrick Martin,23
1122,1995,Jim McIlvaine,22
1123,1995,Aaron McKie,22
1124,1995,Anthony Miller,23
1125,1995,Greg Minor,23
1126,1995,Eric Mobley,24
1127,1995,Eric Montross,23
1128,1995,Dwayne Morton,23
1129,1995,Lamond Murray,21
1130,1995,Ivano Newbill,24
1131,1995,Julius Nwosu,23
1132,1995,Wesley Person,23
1133,1995,Derrick Phelps,22
1134,1995,Eric Piatkowski,24
1135,1995,Eldridge Recasner,27
1136,1995,Khalid Reeves,22
1137,1995,Glenn Robinson,22
1138,1995,Carlos Rogers,23
1139,1995,Jalen Rose,22
1140,1995,Clifford Rozier,22
1141,1995,Trevor Ruffin,24
1142,1995,Dickey Simpkins,22
1143,1995,Reggie Slater,24
1144,1995,Michael Smith,22
1145,1995,Mark Strickland,24
1146,1995,Aaron Swinson,24
1147,1995,Zan Tabak,24
1148,1995,Brooks Thompson,24
1149,1995,Anthony Tucker,25
1150,1995,B.J. Tyler,23
1151,1995,Fred Vinson,24
1152,1995,Charlie Ward,24
1153,1995,Jamie Watson,22
1154,1995,Monty Williams,23
1155,1995,Dontonio Wingfield,20
1156,1995,Sharone Wright,22
1157,1996,Cory Alexander,22
1158,1996,Jerome Allen,23
1159,1996,John Amaechi,25
1160,1996,Ashraf Amaya,24
1161,1996,Brent Barry,24
1162,1996,Corey Beck,24
1163,1996,Mario Bennett,22
1164,1996,Travis Best,23
1165,1996,Melvin Booker,23
1166,1996,Donnie Boyce,22
1167,1996,Marques Bragg,25
1168,1996,Junior Burrough,23
1169,1996,Jason Caffey,22
1170,1996,Chris Carr,21
1171,1996,Randolph Childress,23
1172,1996,Robert Churchwell,23
1173,1996,Charles Claxton,25
1174,1996,John Coker,24
1175,1996,Rastko Cvetkovic,25
1176,1996,Sasha Danilovic,25
1177,1996,Mark Davis,22
1178,1996,Andrew DeClercq,22
1179,1996,Tyus Edney,22
1180,1996,Vincenzo Esposito,27
1181,1996,Michael Finley,22
1182,1996,Sherell Ford,23
1183,1996,Kevin Garnett,19
1184,1996,Anthony Goldwire,24
1185,1996,Thomas Hamilton,20
1186,1996,Alvin Heggs,28
1187,1996,Alan Henderson,23
1188,1996,Fred Hoiberg,23
1189,1996,Darryl Johnson,30
1190,1996,Frankie King,23
1191,1996,Jimmy King,22
1192,1996,Voshon Lenard,22
1193,1996,Cedric Lewis,26
1194,1996,Martin Lewis,20
1195,1996,Rich Manning,25
1196,1996,Donny Marshall,23
1197,1996,Cuonzo Martin,24
1198,1996,Clint McDaniel,23
1199,1996,Antonio McDyess,21
1200,1996,Loren Meyer,23
1201,1996,Lawrence Moten,23
1202,1996,Todd Mundt,25
1203,1996,Howard Nathan,24
1204,1996,Ed O'Bannon,23
1205,1996,Greg Ostertag,22
1206,1996,Cherokee Parks,23
1207,1996,Theo Ratliff,22
1208,1996,Bryant Reeves,22
1209,1996,Don Reid,22
1210,1996,Terrence Rencher,22
1211,1996,Shawn Respert,23
1212,1996,Lou Roe,23
1213,1996,Stefano Rusconi,27
1214,1996,Arvydas Sabonis,31
1215,1996,Joe Smith,20
1216,1996,Eric Snow,22
1217,1996,Jerry Stackhouse,21
1218,1996,Damon Stoudamire,22
1219,1996,Bob Sura,22
1220,1996,Larry Sykes,22
1221,1996,Kurt Thomas,23
1222,1996,Gary Trent,21
1223,1996,Logan Vander Velden,24
1224,1996,David Vaughn,22
1225,1996,Rasheed Wallace,21
1226,1996,Jeff Webster,24
1227,1996,Dwayne Whitfield,23
1228,1996,Eric Williams,23
1229,1996,Corliss Williamson,22
1230,1996,George Zidek,22
1231,1997,Shareef Abdur-Rahim,20
1232,1997,Ray Allen,21
1233,1997,Shandon Anderson,23
1234,1997,Dexter Boney,26
1235,1997,Bruce Bowen,25
1236,1997,Mark Bradtke,28
1237,1997,Marcus Brown,22
1238,1997,Kobe Bryant,18
1239,1997,Marcus Camby,22
1240,1997,Jimmy Carruth,27
1241,1997,Erick Dampier,21
1242,1997,Ben Davis,24
1243,1997,Emanual Davis,28
1244,1997,Tony Delk,23
1245,1997,Aleksandar Djordjevic,29
1246,1997,Nate Driggers,23
1247,1997,Brian Evans,23
1248,1997,Jamie Feick,22
1249,1997,Derek Fisher,22
1250,1997,Todd Fuller,22
1251,1997,Dean Garrett,30
1252,1997,Reggie Geary,23
1253,1997,Devin Gray,24
1254,1997,Evric Gray,27
1255,1997,Darvin Ham,23
1256,1997,Steve Hamer,23
1257,1997,Othella Harrington,23
1258,1997,Michael Hawkins,24
1259,1997,Shane Heal,26
1260,1997,Mark Hendrickson,22
1261,1997,Allen Iverson,21
1262,1997,Kerry Kittles,22
1263,1997,Travis Knight,22
1264,1997,Priest Lauderdale,23
1265,1997,Randy Livingston,21
1266,1997,Horacio Llamas Grey,23
1267,1997,Matt Maloney,25
1268,1997,Stephon Marbury,19
1269,1997,Walter McCarty,22
1270,1997,Amal McCaskill,23
1271,1997,Jeff McInnis,22
1272,1997,Martin Muursepp,22
1273,1997,Steve Nash,22
1274,1997,Ruben Nembhard,24
1275,1997,Gaylon Nickerson,27
1276,1997,Moochie Norris,23
1277,1997,Jermaine O'Neal,18
1278,1997,Ray Owes,24
1279,1997,Vitaly Potapenko,21
1280,1997,Chris Robinson,22
1281,1997,Roy Rogers,23
1282,1997,Malik Rose,22
1283,1997,Kevin Salvadori,26
1284,1997,Jason Sasser,23
1285,1997,Brent Scott,25
1286,1997,James Scott,24
1287,1997,Shawnelle Scott,24
1288,1997,Stevin Smith,25
1289,1997,Matt Steigenga,26
1290,1997,Joe Stephens,24
1291,1997,Erick Strickland,23
1292,1997,Brett Szabo,28
1293,1997,Antoine Walker,20
1294,1997,Samaki Walker,20
1295,1997,Ben Wallace,22
1296,1997,John Wallace,22
1297,1997,Donald Whiteside,27
1298,1997,Jerome Williams,23
1299,1997,Lorenzen Wright,21
1300,1998,Tariq Abdul-Wahad,23
1301,1998,Derek Anderson,23
1302,1998,Chris Anstey,23
1303,1998,Drew Barry,24
1304,1998,Tony Battie,21
1305,1998,Chauncey Billups,21
1306,1998,Etdrick Bohannon,24
1307,1998,Keith Booth,23
1308,1998,Rick Brunson,25
1309,1998,Kelvin Cato,23
1310,1998,Keith Closs,21
1311,1998,James Collins,24
1312,1998,James Cotton,22
1313,1998,Chris Crawford,22
1314,1998,Austin Croshere,22
1315,1998,William Cunningham,23
1316,1998,Antonio Daniels,22
1317,1998,Tim Duncan,21
1318,1998,Tony Farmer,28
1319,1998,Danny Fortson,21
1320,1998,Adonal Foyle,22
1321,1998,Lawrence Funderburke,27
1322,1998,Chris Garner,22
1323,1998,Kiwane Garris,23
1324,1998,Ed Gray,22
1325,1998,Derek Grimm,23
1326,1998,Reggie Hanson,29
1327,1998,Cedric Earl Henderson,22
1328,1998,Jerald Honeycutt,23
1329,1998,Troy Hudson,21
1330,1998,Zydrunas Ilgauskas,22
1331,1998,Bobby Jackson,24
1332,1998,Anthony Johnson,23
1333,1998,Dontae' Jones,22
1334,1998,Brevin Knight,22
1335,1998,Rusty LaRue,24
1336,1998,Jason Lawson,23
1337,1998,Michael McDonald,28
1338,1998,Tracy McGrady,18
1339,1998,Ron Mercer,21
1340,1998,Marko Milic,20
1341,1998,Jeff Nordgaard,24
1342,1998,Charles O'Bannon,22
1343,1998,Kevin Ollie,25
1344,1998,Anthony Parker,22
1345,1998,Scot Pollard,22
1346,1998,Mark Pope,25
1347,1998,Rodrick Rhodes,24
1348,1998,Shea Seals,22
1349,1998,God Shammgod,21
1350,1998,Charles Smith,22
1351,1998,Kebu Stewart,24
1352,1998,Michael Stewart,22
1353,1998,Ed Stokes,26
1354,1998,Johnny Taylor,23
1355,1998,Maurice Taylor,21
1356,1998,John Thomas,22
1357,1998,Tim Thomas,20
1358,1998,Keith Van Horn,22
1359,1998,Jacque Vaughn,22
1360,1998,Eric Washington,23
1361,1998,Bubba Wells,23
1362,1998,DeJuan Wheat,24
1363,1998,Alvin Williams,23
1364,1998,Brandon Williams,22
1365,1998,Travis Williams,28
1366,1999,Peter Aluma,25
1367,1999,Toby Bailey,23
1368,1999,LaMark Baker,29
1369,1999,Corey Benjamin,20
1370,1999,Mike Bibby,20
1371,1999,Earl Boykins,22
1372,1999,Gerald Brown,23
1373,1999,Cory Carr,23
1374,1999,Vince Carter,22
1375,1999,Keon Clark,23
1376,1999,Kornel David,27
1377,1999,Ricky Davis,19
1378,1999,Michael Dickerson,23
1379,1999,Michael Doleac,21
1380,1999,Bryce Drew,24
1381,1999,Marlon Garnett,23
1382,1999,Pat Garrity,22
1383,1999,Paul Grant,25
1384,1999,Matt Harpring,22
1385,1999,Al Harrington,18
1386,1999,J.R. Henderson,22
1387,1999,Larry Hughes,20
1388,1999,Randell Jackson,23
1389,1999,Sam Jacobson,23
1390,1999,Jerome James,23
1391,1999,Antawn Jamison,22
1392,1999,Charles Jones,23
1393,1999,Damon Jones,22
1394,1999,Jonathan Kerner,24
1395,1999,Gerard King,26
1396,1999,Raef LaFrentz,22
1397,1999,Rashard Lewis,19
1398,1999,Felipe Lopez,24
1399,1999,Tyronn Lue,21
1400,1999,Sean Marks,23
1401,1999,Kelly McCarty,23
1402,1999,Jelani McCoy,21
1403,1999,Roshown McLeod,23
1404,1999,Brad Miller,22
1405,1999,Cuttino Mobley,23
1406,1999,Nazr Mohammed,21
1407,1999,Mikki Moore,23
1408,1999,Makhtar N'Diaye,25
1409,1999,Tyrone Nesby,23
1410,1999,Rasho Nesterovic,22
1411,1999,Dirk Nowitzki,20
1412,1999,Michael Olowokandi,23
1413,1999,Andrae Patterson,23
1414,1999,Ruben Patterson,23
1415,1999,Paul Pierce,21
1416,1999,Casey Shaw,23
1417,1999,Jeffrey Sheppard,24
1418,1999,Miles Simon,23
1419,1999,Alvin Sims,24
1420,1999,Brian Skinner,22
1421,1999,Ryan Stack,23
1422,1999,Vladimir Stepania,22
1423,1999,Peja Stojakovic,21
1424,1999,Bruno Sundov,18
1425,1999,Robert Traylor,21
1426,1999,Bonzi Wells,22
1427,1999,Tyson Wheeler,23
1428,1999,Jahidi White,22
1429,1999,Jason Williams,23
1430,1999,Shammond Williams,23
1431,1999,Trevor Winter,25
1432,1999,Korleone Young,20
1433,2000,Rafer Alston,23
1434,2000,Chucky Atkins,25
1435,2000,William Avery,20
1436,2000,Jonathan Bender,19
1437,2000,Calvin Booth,23
1438,2000,Lazaro Borrell,27
1439,2000,Cal Bowdler,22
1440,2000,Ryan Bowen,24
1441,2000,Ira Bowman,26
1442,2000,A.J. Bramlett,23
1443,2000,Elton Brand,20
1444,2000,Greg Buckner,23
1445,2000,Rodney Buford,22
1446,2000,Anthony Carter,24
1447,2000,John Celestand,22
1448,2000,Vonteego Cummings,23
1449,2000,Baron Davis,20
1450,2000,Derrick Dial,24
1451,2000,Obinna Ekezie,24
1452,2000,Evan Eschmeyer,24
1453,2000,Jeff Foster,23
1454,2000,Steve Francis,22
1455,2000,Devean George,22
1456,2000,Dion Glover,21
1457,2000,Adrian Griffin,25
1458,2000,Richard Hamilton,21
1459,2000,Chris Herren,24
1460,2000,Derek Hood,23
1461,2000,Rick Hughes,26
1462,2000,Jermaine Jackson,23
1463,2000,Tim James,23
1464,2000,Harold Jamison,23
1465,2000,DeMarco Johnson,24
1466,2000,Jumaine Jones,20
1467,2000,Lari Ketner,22
1468,2000,Trajan Langdon,23
1469,2000,Quincy Lewis,22
1470,2000,Todd MacCulloch,24
1471,2000,Corey Maggette,20
1472,2000,Shawn Marion,21
1473,2000,Andre Miller,23
1474,2000,Jason Miskiri,24
1475,2000,Lamar Odom,20
1476,2000,Scott Padgett,23
1477,2000,Milt Palacio,21
1478,2000,James Posey,23
1479,2000,Laron Profit,22
1480,2000,Aleksandar Radojevic,23
1481,2000,Ryan Robertson,23
1482,2000,Eddie Robinson,23
1483,2000,Michael Ruffin,23
1484,2000,Wally Szczerbiak,22
1485,2000,Jason Terry,22
1486,2000,Jamel Thomas,26
1487,2000,Kenny Thomas,22
1488,2000,Mirsad Turkcan,23
1489,2000,Wayne Turner,23
1490,2000,Dedric Willoughby,25
1491,2000,Metta World Peace,20
1492,2000,Tim Young,23
1493,2001,Courtney Alexander,23
1494,2001,Dalibor Bagaric,20
1495,2001,Erick Barkley,22
1496,2001,Raja Bell,24
1497,2001,Mark Blount,25
1498,2001,Brian Cardinal,23
1499,2001,Mateen Cleaves,23
1500,2001,Jason Collier,23
1501,2001,Sean Colson,25
1502,2001,Jamal Crawford,20
1503,2001,Keyon Dooling,20
1504,2001,Khalid El-Amin,21
1505,2001,Marcus Fizer,22
1506,2001,Ruben Garces,27
1507,2001,Eddie Gill,22
1508,2001,Steve Goodrich,24
1509,2001,A.J. Guyton,22
1510,2001,Zendon Hamilton,25
1511,2001,Jason Hart,22
1512,2001,Donnell Harvey,20
1513,2001,Eddie House,22
1514,2001,Marc Jackson,26
1515,2001,Stephen Jackson,22
1516,2001,DerMarr Johnson,20
1517,2001,Garth Joseph,27
1518,2001,Dan Langhi,23
1519,2001,Art Long,28
1520,2001,Mark Madsen,25
1521,2001,Jamaal Magloire,22
1522,2001,Kenyon Martin,23
1523,2001,Desmond Mason,23
1524,2001,Dan McClintock,23
1525,2001,Paul McPherson,22
1526,2001,Stanislav Medvedenko,21
1527,2001,Chris Mihm,21
1528,2001,Darius Miles,19
1529,2001,Mike Miller,20
1530,2001,Jerome Moiso,22
1531,2001,Hanno Mottola,24
1532,2001,Mamadou N'Diaye,25
1533,2001,Lee Nailon,25
1534,2001,Eduardo Najera,24
1535,2001,Ira Newble,26
1536,2001,Olumide Oyedeji,19
1537,2001,Andy Panko,23
1538,2001,Mike Penberthy,26
1539,2001,Morris Peterson,23
1540,2001,Chris Porter,22
1541,2001,Lavor Postell,22
1542,2001,Joel Przybilla,21
1543,2001,Michael Redd,21
1544,2001,Quentin Richardson,20
1545,2001,Terrance Roberson,24
1546,2001,Jamal Robinson,27
1547,2001,Soumaila Samake,22
1548,2001,Pepe Sanchez,23
1549,2001,Daniel Santiago,24
1550,2001,Jabari Smith,23
1551,2001,Mike Smith,24
1552,2001,DeShawn Stevenson,19
1553,2001,Stromile Swift,21
1554,2001,Dragan Tarlac,27
1555,2001,Jake Tsakalidis,21
1556,2001,Hedo Turkoglu,21
1557,2001,David Vanterpool,27
1558,2001,Jake Voskuhl,23
1559,2001,Ruben Wolkowyski,27
1560,2001,Wang Zhizhi,23
1561,2002,Malik Allen,23
1562,2002,Chris Andersen,23
1563,2002,Gilbert Arenas,20
1564,2002,Brandon Armstrong,21
1565,2002,Carlos Arroyo,22
1566,2002,Mengke Bateer,26
1567,2002,Shane Battier,23
1568,2002,Charlie Bell,22
1569,2002,Ruben Boumtje-Boumtje,23
1570,2002,Michael Bradley,22
1571,2002,Jamison Brewer,21
1572,2002,Primoz Brezec,22
1573,2002,Damone Brown,22
1574,2002,Ernest Brown,22
1575,2002,Kedrick Brown,20
1576,2002,Kwame Brown,19
1577,2002,Tierre Brown,22
1578,2002,Tyson Chandler,19
1579,2002,Speedy Claxton,23
1580,2002,Jarron Collins,23
1581,2002,Jason Collins,23
1582,2002,Joe Crispin,22
1583,2002,Eddy Curry,19
1584,2002,Samuel Dalembert,20
1585,2002,DeSagana Diop,20
1586,2002,Predrag Drobnjak,26
1587,2002,Maurice Evans,23
1588,2002,Isaac Fontaine,26
1589,2002,Alton Ford,20
1590,2002,Joseph Forte,20
1591,2002,Antonis Fotsis,20
1592,2002,Tremaine Fowlkes,25
1593,2002,Pau Gasol,21
1594,2002,Eddie Griffin,19
1595,2002,Tang Hamilton,23
1596,2002,Trenton Hassell,22
1597,2002,Kirk Haston,22
1598,2002,Brendan Haywood,22
1599,2002,Steven Hunter,20
1600,2002,Mike James,26
1601,2002,Richard Jefferson,21
1602,2002,Joe Johnson,20
1603,2002,Alvin Jones,23
1604,2002,Andrei Kirilenko,20
1605,2002,Terence Morris,23
1606,2002,Troy Murphy,21
1607,2002,Dean Oliver,23
1608,2002,Tony Parker,19
1609,2002,Vladimir Radmanovic,21
1610,2002,Zach Randolph,20
1611,2002,Zeljko Rebraca,29
1612,2002,Jason Richardson,21
1613,2002,Norm Richardson,22
1614,2002,Jeryl Sasser,22
1615,2002,Kenny Satterfield,20
1616,2002,Brian Scalabrine,23
1617,2002,Ansu Sesay,25
1618,2002,Bobby Simmons,21
1619,2002,Leon Smith,21
1620,2002,Will Solomon,23
1621,2002,Etan Thomas,23
1622,2002,Jamaal Tinsley,23
1623,2002,Oscar Torres,25
1624,2002,Jeff Trepagnier,22
1625,2002,Ratko Varda,22
1626,2002,Gerald Wallace,19
1627,2002,Earl Watson,22
1628,2002,Rodney White,21
1629,2002,Loren Woods,23
1630,2003,Robert Archibald,22
1631,2003,Maceo Baston,27
1632,2003,Mike Batiste,25
1633,2003,Lonny Baxter,24
1634,2003,Carlos Boozer,21
1635,2003,J.R. Bremer,22
1636,2003,Devin Brown,24
1637,2003,Pat Burke,29
1638,2003,Caron Butler,22
1639,2003,Rasual Butler,23
1640,2003,Dan Dickau,24
1641,2003,Juan Dixon,24
1642,2003,Mike Dunleavy,22
1643,2003,Melvin Ely,24
1644,2003,Reggie Evans,22
1645,2003,Dan Gadzuric,24
1646,2003,Manu Ginobili,25
1647,2003,Gordan Giricek,25
1648,2003,Drew Gooden,21
1649,2003,Marcus Haislip,22
1650,2003,Adam Harrington,22
1651,2003,Junior Harrington,22
1652,2003,Juaquin Hawkins,29
1653,2003,Nene Hilario,20
1654,2003,Nate Huffman,27
1655,2003,Ryan Humphrey,23
1656,2003,Casey Jacobsen,21
1657,2003,Marko Jaric,24
1658,2003,Chris Jefferies,22
1659,2003,Jared Jeffries,21
1660,2003,Ken Johnson,24
1661,2003,Fred Jones,23
1662,2003,Sean Lampley,23
1663,2003,Tito Maddox,21
1664,2003,Roger Mason,22
1665,2003,Yao Ming,22
1666,2003,Ronald Murray,23
1667,2003,Bostjan Nachbar,22
1668,2003,Mehmet Okur,23
1669,2003,Chris Owens,23
1670,2003,Jannero Pargo,23
1671,2003,Smush Parker,21
1672,2003,Tayshaun Prince,22
1673,2003,Igor Rakocevic,24
1674,2003,Efthimi Rentzias,27
1675,2003,Antoine Rigaudeau,31
1676,2003,Guy Rucker,25
1677,2003,Kareem Rush,22
1678,2003,John Salmons,23
1679,2003,Jamal Sampson,19
1680,2003,Predrag Savovic,26
1681,2003,Paul Shirley,25
1682,2003,Tamar Slay,22
1683,2003,Amar'e Stoudemire,20
1684,2003,Cezary Trybanski,23
1685,2003,Nikoloz Tskitishvili,19
1686,2003,Dajuan Wagner,19
1687,2003,Jiri Welsch,23
1688,2003,Chris Wilcox,20
1689,2003,Mike Wilks,23
1690,2003,Frank Williams,22
1691,2003,Jay Williams,21
1692,2003,Qyntel Woods,21
1693,2003,Vincent Yarbrough,21
1694,2004,Carmelo Anthony,19
1695,2004,Marcus Banks,22
1696,2004,Leandro Barbosa,21
1697,2004,Matt Barnes,23
1698,2004,Jerome Beasley,23
1699,2004,Troy Bell,23
1700,2004,Steve Blake,23
1701,2004,Keith Bogans,23
1702,2004,Curtis Borchardt,23
1703,2004,Chris Bosh,19
1704,2004,Torraye Braggs,27
1705,2004,Zarko Cabarkapa,22
1706,2004,Matt Carroll,23
1707,2004,Maurice Carter,27
1708,2004,Brian Cook,23
1709,2004,Omar Cook,22
1710,2004,Marquis Daniels,23
1711,2004,Josh Davis,23
1712,2004,Boris Diaw,21
1713,2004,Kaniel Dickens,25
1714,2004,Ronald Dupree,23
1715,2004,Ndudi Ebi,19
1716,2004,Francisco Elson,27
1717,2004,Desmond Ferguson,26
1718,2004,T.J. Ford,20
1719,2004,Richie Frahm,26
1720,2004,Hiram Fuller,22
1721,2004,Reece Gaines,23
1722,2004,Alex Garcia,23
1723,2004,Willie Green,22
1724,2004,Ben Handlogten,30
1725,2004,Travis Hansen,25
1726,2004,Udonis Haslem,23
1727,2004,Jarvis Hayes,22
1728,2004,Kirk Hinrich,23
1729,2004,Josh Howard,23
1730,2004,Brandon Hunter,23
1731,2004,LeBron James,19
1732,2004,Britton Johnsen,24
1733,2004,Linton Johnson,23
1734,2004,Dahntay Jones,23
1735,2004,James Jones,23
1736,2004,Chris Kaman,21
1737,2004,Jason Kapono,22
1738,2004,Kyle Korver,22
1739,2004,Maciej Lampe,18
1740,2004,Raul Lopez,23
1741,2004,Keith McLeod,24
1742,2004,Darko Milicic,18
1743,2004,Travis Outlaw,19
1744,2004,Zaza Pachulia,19
1745,2004,Sasha Pavlovic,20
1746,2004,Desmond Penigar,22
1747,2004,Kirk Penney,23
1748,2004,Kendrick Perkins,19
1749,2004,Mickael Pietrus,21
1750,2004,Zoran Planinic,21
1751,2004,Luke Ridnour,22
1752,2004,Theron Smith,23
1753,2004,Darius Songaila,25
1754,2004,Mike Sweetney,21
1755,2004,Ime Udoka,26
1756,2004,Slavko Vranes,21
1757,2004,Dwyane Wade,22
1758,2004,Luke Walton,23
1759,2004,David West,23
1760,2004,Mo Williams,21
1761,2005,Tony Allen,23
1762,2005,Rafael Araujo,24
1763,2005,Trevor Ariza,19
1764,2005,Maurice Baker,25
1765,2005,Andre Barrett,22
1766,2005,Andris Biedrins,18
1767,2005,Tony Bobbitt,25
1768,2005,Matt Bonner,24
1769,2005,Antonio Burks,24
1770,2005,Jackie Butler,19
1771,2005,Geno Carlisle,28
1772,2005,Lionel Chalmers,24
1773,2005,Josh Childress,21
1774,2005,Nick Collison,24
1775,2005,Erik Daniels,22
1776,2005,Carlos Delfino,22
1777,2005,Luol Deng,19
1778,2005,Chris Duhon,22
1779,2005,Corsley Edwards,25
1780,2005,John Edwards,23
1781,2005,Andre Emmett,22
1782,2005,Luis Flores,23
1783,2005,Matt Freije,23
1784,2005,Ben Gordon,21
1785,2005,Devin Harris,21
1786,2005,David Harrison,22
1787,2005,Dwight Howard,19
1788,2005,Kris Humphries,19
1789,2005,Andre Iguodala,21
1790,2005,Didier Ilunga-Mbenga,24
1791,2005,Royal Ivey,23
1792,2005,Luke Jackson,23
1793,2005,Al Jefferson,20
1794,2005,Horace Jenkins,30
1795,2005,Mark Jones,29
1796,2005,Mario Kasun,24
1797,2005,Viktor Khryapa,22
1798,2005,Brandin Knight,23
1799,2005,Nenad Krstic,21
1800,2005,Ibo Kutluay,30
1801,2005,Shaun Livingston,19
1802,2005,Kevin Martin,21
1803,2005,Jameer Nelson,22
1804,2005,Andres Nocioni,25
1805,2005,Emeka Okafor,22
1806,2005,Pavel Podkolzin,20
1807,2005,Peter John Ramos,19
1808,2005,Justin Reed,23
1809,2005,Jared Reiner,22
1810,2005,Bernard Robinson,24
1811,2005,Quinton Ross,23
1812,2005,Ha Seung-Jin,19
1813,2005,Donta Smith,21
1814,2005,J.R. Smith,19
1815,2005,Josh Smith,19
1816,2005,Kirk Snyder,21
1817,2005,Pape Sow,23
1818,2005,Awvee Storey,27
1819,2005,Robert Swift,19
1820,2005,Yuta Tabuse,24
1821,2005,Sebastian Telfair,19
1822,2005,Billy Thomas,29
1823,2005,James Thomas,24
1824,2005,Beno Udrih,22
1825,2005,Anderson Varejao,22
1826,2005,Jackson Vroman,23
1827,2005,Sasha Vujacic,20
1828,2005,Delonte West,21
1829,2005,Damien Wilkins,25
1830,2005,Dorell Wright,19
1831,2006,Alex Acker,23
1832,2006,Alan Anderson,23
1833,2006,Martynas Andriuskevicius,19
1834,2006,Earl Barron,24
1835,2006,Eddie Basden,22
1836,2006,Brandon Bass,20
1837,2006,Esteban Batista,22
1838,2006,Andray Blatche,19
1839,2006,Andrew Bogut,21
1840,2006,Kevin Burleson,26
1841,2006,Andrew Bynum,18
1842,2006,Will Bynum,23
1843,2006,Jose Calderon,24
1844,2006,Travis Diener,23
1845,2006,Ike Diogu,22
1846,2006,Monta Ellis,20
1847,2006,Daniel Ewing,22
1848,2006,Noel Felix,24
1849,2006,Raymond Felton,21
1850,2006,Gerald Fitch,23
1851,2006,Sharrod Ford,24
1852,2006,Channing Frye,22
1853,2006,Deng Gai,23
1854,2006,Francisco Garcia,24
1855,2006,Ryan Gomes,23
1856,2006,Joey Graham,23
1857,2006,Stephen Graham,23
1858,2006,Danny Granger,22
1859,2006,Devin Green,23
1860,2006,Gerald Green,20
1861,2006,Orien Greene,23
1862,2006,Anthony Grundy,26
1863,2006,Chuck Hayes,22
1864,2006,Luther Head,23
1865,2006,Julius Hodge,22
1866,2006,Randy Holcomb,26
1867,2006,Jarrett Jack,22
1868,2006,Sarunas Jasikevicius,29
1869,2006,Amir Johnson,18
1870,2006,Dwayne Jones,22
1871,2006,Linas Kleiza,21
1872,2006,Yaroslav Korolev,18
1873,2006,David Lee,22
1874,2006,John Lucas,23
1875,2006,Arvydas Macijauskas,26
1876,2006,Rawle Marshall,23
1877,2006,Jason Maxiell,22
1878,2006,Sean May,21
1879,2006,Rashad McCants,21
1880,2006,Aaron Miles,22
1881,2006,C.J. Miles,18
1882,2006,Sergei Monia,22
1883,2006,Boniface N'Dong,28
1884,2006,Fabricio Oberto,30
1885,2006,Andre Owens,25
1886,2006,Chris Paul,20
1887,2006,Johan Petro,20
1888,2006,Josh Powell,23
1889,2006,Ronnie Price,22
1890,2006,Shavlik Randolph,22
1891,2006,Anthony Roberson,22
1892,2006,Lawrence Roberts,23
1893,2006,Nate Robinson,21
1894,2006,Melvin Sanders,25
1895,2006,Alex Scales,27
1896,2006,Luke Schenscher,23
1897,2006,Wayne Simien,22
1898,2006,James Singleton,24
1899,2006,Salim Stoudamire,23
1900,2006,Chris Taft,20
1901,2006,Donell Taylor,23
1902,2006,Dijon Thompson,22
1903,2006,Ronny Turiaf,23
1904,2006,Charlie Villanueva,21
1905,2006,Von Wafer,20
1906,2006,Matt Walsh,23
1907,2006,Hakim Warrick,23
1908,2006,Martell Webster,19
1909,2006,Robert Whaley,23
1910,2006,Deron Williams,21
1911,2006,Lou Williams,19
1912,2006,Marvin Williams,19
1913,2006,Antoine Wright,21
1914,2006,Bracey Wright,21
1915,2006,Derrick Zimmerman,24
1916,2007,Hassan Adams,22
1917,2007,Maurice Ager,22
1918,2007,LaMarcus Aldridge,21
1919,2007,Louis Amundson,24
1920,2007,Hilton Armstrong,22
1921,2007,James Augustine,22
1922,2007,Kelenna Azubuike,23
1923,2007,Renaldo Balkman,22
1924,2007,Jose Barea,22
1925,2007,Andrea Bargnani,21
1926,2007,Will Blalock,23
1927,2007,Josh Boone,22
1928,2007,Cedric Bozeman,23
1929,2007,Ronnie Brewer,21
1930,2007,Andre Brown,25
1931,2007,Daniel Brown,22
1932,2007,Shannon Brown,21
1933,2007,Rodney Carney,22
1934,2007,Mardy Collins,22
1935,2007,Will Conroy,24
1936,2007,Paul Davis,22
1937,2007,Yakhouba Diawara,24
1938,2007,Quincy Douby,22
1939,2007,Jordan Farmar,20
1940,2007,Desmon Farmer,25
1941,2007,Randy Foye,23
1942,2007,Jorge Garbajosa,29
1943,2007,Rudy Gay,20
1944,2007,Mickael Gelabale,23
1945,2007,Daniel Gibson,20
1946,2007,Andreas Glyniadakis,25
1947,2007,Lynn Greer,27
1948,2007,Mike Hall,22
1949,2007,Walter Herrmann,27
1950,2007,Robert Hite,23
1951,2007,Ryan Hollins,22
1952,2007,Mile Ilic,22
1953,2007,Ersan Ilyasova,19
1954,2007,Alexander Johnson,23
1955,2007,Bobby Jones,23
1956,2007,Solomon Jones,22
1957,2007,Tarence Kinsey,22
1958,2007,James Lang,23
1959,2007,Kyle Lowry,20
1960,2007,Renaldo Major,24
1961,2007,Damir Markota,21
1962,2007,Chris McCray,22
1963,2007,Ivan McFarlin,24
1964,2007,Pops Mensah-Bonsu,23
1965,2007,Paul Millsap,21
1966,2007,Randolph Morris,21
1967,2007,Adam Morrison,22
1968,2007,David Noel,22
