,season_end,player,age
1969,2007,Steve Novak,23
1970,2007,Patrick O'Bryant,20
1971,2007,Kevinn Pinkney,23
1972,2007,Leon Powe,23
1973,2007,Roger Powell,24
1974,2007,Chris Quinn,23
1975,2007,Allan Ray,22
1976,2007,J.J. Redick,22
1977,2007,Jeremy Richardson,22
1978,2007,Sergio Rodriguez,20
1979,2007,Rajon Rondo,20
1980,2007,Brandon Roy,22
1981,2007,Thabo Sefolosha,22
1982,2007,Mouhamed Sene,20
1983,2007,Cedric Simmons,21
1984,2007,Uros Slokar,23
1985,2007,Craig Smith,23
1986,2007,Steven Smith,23
1987,2007,Vassilis Spanoulis,24
1988,2007,Tyrus Thomas,20
1989,2007,P.J. Tucker,21
1990,2007,Marcus Vinicius,22
1991,2007,James White,24
1992,2007,Justin Williams,22
1993,2007,Marcus Williams,21
1994,2007,Shawne Williams,20
1995,2007,Shelden Williams,23
1996,2008,Arron Afflalo,22
1997,2008,Blake Ahearn,23
1998,2008,Lance Allred,26
1999,2008,Morris Almond,22
2000,2008,Joel Anthony,25
2001,2008,Marco Belinelli,21
2002,2008,Corey Brewer,21
2003,2008,Aaron Brooks,23
2004,2008,Wilson Chandler,20
2005,2008,Mike Conley,20
2006,2008,Daequan Cook,20
2007,2008,Javaris Crittenton,20
2008,2008,Jermareo Davidson,23
2009,2008,Glen Davis,22
2010,2008,Guillermo Diaz,22
2011,2008,Jared Dudley,22
2012,2008,Kevin Durant,19
2013,2008,Nick Fazekas,22
2014,2008,Kyrylo Fesenko,21
2015,2008,Thomas Gardner,22
2016,2008,Marcin Gortat,23
2017,2008,Aaron Gray,23
2018,2008,Jeff Green,21
2019,2008,Taurean Green,21
2020,2008,Mike Harris,24
2021,2008,Spencer Hawes,19
2022,2008,Al Horford,21
2023,2008,Yi Jianlian,20
2024,2008,Coby Karl,24
2025,2008,Carl Landry,24
2026,2008,Keith Langford,24
2027,2008,Stephane Lasme,25
2028,2008,Acie Law,23
2029,2008,Ian Mahinmi,21
2030,2008,Dominic McGuire,22
2031,2008,Josh McRoberts,20
2032,2008,Jamario Moon,27
2033,2008,Juan Carlos Navarro,27
2034,2008,Demetris Nichols,23
2035,2008,Joakim Noah,22
2036,2008,Oleksiy Pecherov,22
2037,2008,Kosta Perovic,22
2038,2008,Kasib Powell,26
2039,2008,Gabe Pruitt,21
2040,2008,Chris Richard,23
2041,2008,Cheikh Samb,23
2042,2008,Luis Scola,27
2043,2008,Ramon Sessions,21
2044,2008,Courtney Sims,24
2045,2008,Jason Smith,21
2046,2008,D.J. Strawberry,22
2047,2008,Rodney Stuckey,21
2048,2008,Al Thornton,24
2049,2008,Alando Tucker,23
2050,2008,Darius Washington,22
2051,2008,Darryl Watkins,23
2052,2008,C.J. Watson,23
2053,2008,Mario West,23
2054,2008,Marcus Williams,21
2055,2008,Sean Williams,21
2056,2008,Brandan Wright,20
2057,2008,Julian Wright,20
2058,2008,Nick Young,22
2059,2008,Thaddeus Young,19
2060,2009,Alexis Ajinca,20
2061,2009,Joe Alexander,22
2062,2009,Ryan Anderson,20
2063,2009,Darrell Arthur,20
2064,2009,D.J. Augustin,21
2065,2009,Nicolas Batum,20
2066,2009,Jerryd Bayless,20
2067,2009,Michael Beasley,20
2068,2009,Bobby Brown,24
2069,2009,Mario Chalmers,22
2070,2009,Joe Crawford,22
2071,2009,Joey Dorsey,25
2072,2009,Chris Douglas-Roberts,22
2073,2009,Goran Dragic,22
2074,2009,Rudy Fernandez,23
2075,2009,Danilo Gallinari,20
2076,2009,Marc Gasol,24
2077,2009,J.R. Giddens,23
2078,2009,Eric Gordon,20
2079,2009,Donte Greene,20
2080,2009,Hamed Haddadi,23
2081,2009,Malik Hairston,21
2082,2009,Roy Hibbert,22
2083,2009,J.J. Hickson,20
2084,2009,George Hill,22
2085,2009,Steven Hill,23
2086,2009,Othello Hunter,22
2087,2009,Darnell Jackson,23
2088,2009,Nathan Jawai,22
2089,2009,Dontell Jefferson,25
2090,2009,Trey Johnson,24
2091,2009,DeAndre Jordan,20
2092,2009,Kosta Koufos,19
2093,2009,Rob Kurz,23
2094,2009,Courtney Lee,23
2095,2009,Brook Lopez,20
2096,2009,Robin Lopez,20
2097,2009,Kevin Love,20
2098,2009,Cartier Martin,24
2099,2009,O.J. Mayo,21
2100,2009,Luc Mbah a Moute,22
2101,2009,JaVale McGee,21
2102,2009,Anthony Morrow,23
2103,2009,DeMarcus Nelson,23
2104,2009,Greg Oden,21
2105,2009,Anthony Randolph,19
2106,2009,Derrick Rose,20
2107,2009,Brandon Rush,23
2108,2009,Walter Sharpe,22
2109,2009,Sean Singletary,23
2110,2009,Marreese Speights,21
2111,2009,Mike Taylor,23
2112,2009,Jason Thompson,22
2113,2009,Anthony Tolliver,23
2114,2009,Roko Ukic,24
2115,2009,Henry Walker,21
2116,2009,Kyle Weaver,22
2117,2009,Sonny Weems,22
2118,2009,Russell Westbrook,20
2119,2009,D.J. White,22
2120,2009,Jawad Williams,25
2121,2009,Sun Yue,23
2122,2010,David Andersen,29
2123,2010,Antonio Anderson,24
2124,2010,Jeff Ayres,22
2125,2010,Rodrigue Beaubois,21
2126,2010,DeJuan Blair,20
2127,2010,Jon Brockman,22
2128,2010,Derrick Brown,22
2129,2010,Chase Budinger,21
2130,2010,DeMarre Carroll,23
2131,2010,Omri Casspi,21
2132,2010,Earl Clark,22
2133,2010,Darren Collison,22
2134,2010,Dante Cunningham,22
2135,2010,JamesOn Curry,24
2136,2010,Stephen Curry,21
2137,2010,Austin Daye,21
2138,2010,DeMar DeRozan,20
2139,2010,Toney Douglas,23
2140,2010,Wayne Ellington,22
2141,2010,Tyreke Evans,20
2142,2010,Jonny Flynn,20
2143,2010,Sundiata Gaines,23
2144,2010,Alonzo Gee,22
2145,2010,Taj Gibson,24
2146,2010,Trey Gilder,25
2147,2010,Danny Green,22
2148,2010,Taylor Griffin,23
2149,2010,Tyler Hansbrough,24
2150,2010,James Harden,20
2151,2010,Gerald McKinley Henderson,22
2152,2010,Jordan Hill,22
2153,2010,Jrue Holiday,19
2154,2010,Lester Hudson,25
2155,2010,Chris Hunter,25
2156,2010,Serge Ibaka,20
2157,2010,Cedric Jackson,23
2158,2010,Othyus Jeffers,24
2159,2010,Brandon Jennings,20
2160,2010,Jonas Jerebko,22
2161,2010,James Johnson,22
2162,2010,Oliver Lafayette,25
2163,2010,Marcus Landry,24
2164,2010,Ty Lawson,22
2165,2010,Wesley Matthews,23
2166,2010,Eric Maynor,22
2167,2010,Jodie Meeks,22
2168,2010,Patrick Mills,21
2169,2010,Byron Mullens,20
2170,2010,A.J. Price,23
2171,2010,DaJuan Summers,22
2172,2010,Jermaine Taylor,23
2173,2010,Jeff Teague,21
2174,2010,Garrett Temple,23
2175,2010,Hasheem Thabeet,22
2176,2010,Marcus Thornton,22
2177,2010,Reggie Williams,23
2178,2010,Terrence Williams,22
2179,2010,Sam Young,24
2180,2011,Jeff Adrien,24
2181,2011,Solomon Alabi,22
2182,2011,Cole Aldrich,22
2183,2011,Al-Farouq Aminu,20
2184,2011,James Anderson,21
2185,2011,Omer Asik,24
2186,2011,Luke Babbitt,21
2187,2011,Eric Bledsoe,21
2188,2011,Trevor Booker,23
2189,2011,Craig Brackins,23
2190,2011,Avery Bradley,20
2191,2011,Derrick Caracter,22
2192,2011,Sherron Collins,23
2193,2011,Marcus Cousin,24
2194,2011,DeMarcus Cousins,20
2195,2011,Jordan Crawford,22
2196,2011,Ed Davis,21
2197,2011,Zabian Dowdell,26
2198,2011,Devin Ebanks,21
2199,2011,Semih Erden,24
2200,2011,Jeremy Evans,23
2201,2011,Patrick Ewing Jr,26
2202,2011,Christian Eyenga,21
2203,2011,Derrick Favors,19
2204,2011,Landry Fields,22
2205,2011,Gary Forbes,25
2206,2011,Paul George,20
2207,2011,Blake Griffin,21
2208,2011,Luke Harangody,23
2209,2011,Manny Harris,21
2210,2011,Gordon Hayward,20
2211,2011,Lazar Hayward,24
2212,2011,Xavier Henry,19
2213,2011,Damion James,23
2214,2011,Eugene Jeter,27
2215,2011,Armon Johnson,21
2216,2011,Chris Johnson,25
2217,2011,Wesley Johnson,23
2218,2011,Dominique Jones,22
2219,2011,Gani Lawal,22
2220,2011,Jeremy Lin,22
2221,2011,Greg Monroe,20
2222,2011,Timofey Mozgov,24
2223,2011,Hamady N'Diaye,24
2224,2011,Gary Neal,26
2225,2011,Larry Owens,28
2226,2011,Patrick Patterson,21
2227,2011,Nikola Pekovic,25
2228,2011,Dexter Pittman,22
2229,2011,Quincy Pondexter,22
2230,2011,Andy Rautins,24
2231,2011,Samardo Samuels,22
2232,2011,Larry Sanders,22
2233,2011,Kevin Seraphin,21
2234,2011,Mustafa Shakur,26
2235,2011,Garret Siler,24
2236,2011,Ish Smith,22
2237,2011,Tiago Splitter,26
2238,2011,Lance Stephenson,20
2239,2011,Pape Sy,22
2240,2011,Evan Turner,22
2241,2011,Ekpe Udoh,23
2242,2011,Ben Uzoh,22
2243,2011,Greivis Vasquez,24
2244,2011,John Wall,20
2245,2011,Willie Warren,21
2246,2011,Hassan Whiteside,21
2247,2012,Lavoy Allen,22
2248,2012,Gustavo Ayon,26
2249,2012,Keith Benson,23
2250,2012,Bismack Biyombo,19
2251,2012,MarShon Brooks,23
2252,2012,Alec Burks,20
2253,2012,Jimmy Butler,22
2254,2012,Derrick Byars,27
2255,2012,Norris Cole,23
2256,2012,Eric Dawson,27
2257,2012,Justin Dentmon,26
2258,2012,Jerome Dyson,24
2259,2012,Kenneth Faried,22
2260,2012,Jeff Foote,24
2261,2012,Courtney Fortson,23
2262,2012,Jimmer Fredette,22
2263,2012,Mickell Gladness,25
2264,2012,Andrew Goudelock,23
2265,2012,Jordan Hamilton,21
2266,2012,Justin Harper,22
2267,2012,Josh Harrellson,22
2268,2012,Terrel Harris,24
2269,2012,Tobias Harris,19
2270,2012,Cory Higgins,22
2271,2012,Darington Hobson,24
2272,2012,Tyler Honeycutt,21
2273,2012,Dennis Horner,23
2274,2012,Kyrie Irving,19
2275,2012,Reggie Jackson,21
2276,2012,Charles Jenkins,22
2277,2012,Carldell Johnson,29
2278,2012,Ivan Johnson,27
2279,2012,JaJuan Johnson,22
2280,2012,Jerome Jordan,25
2281,2012,Cory Joseph,20
2282,2012,Enes Kanter,19
2283,2012,D.J. Kennedy,22
2284,2012,Brandon Knight,20
2285,2012,Malcolm Lee,21
2286,2012,Kawhi Leonard,20
2287,2012,Travis Leslie,21
2288,2012,Jon Leuer,22
2289,2012,DeAndre Liggins,23
2290,2012,Shelvin Mack,21
2291,2012,Vernon Macklin,25
2292,2012,E'Twaun Moore,22
2293,2012,Darius Morris,21
2294,2012,Marcus Morris,22
2295,2012,Markieff Morris,22
2296,2012,Daniel Orton,21
2297,2012,Jeremy Pargo,25
2298,2012,Chandler Parsons,23
2299,2012,Ryan Reid,25
2300,2012,Ricky Rubio,21
2301,2012,Walker Russell,29
2302,2012,Josh Selby,20
2303,2012,Iman Shumpert,21
2304,2012,Xavier Silas,24
2305,2012,Chris Singleton,22
2306,2012,Donald Sloan,24
2307,2012,Greg Smith,21
2308,2012,Jerry Smith,24
2309,2012,Nolan Smith,23
2310,2012,Greg Stiemsma,26
2311,2012,Julyan Stone,23
2312,2012,Isaiah Thomas,22
2313,2012,Lance Thomas,23
2314,2012,Malcolm Thomas,23
2315,2012,Trey Thompkins,21
2316,2012,Klay Thompson,21
2317,2012,Mychel Thompson,23
2318,2012,Tristan Thompson,20
2319,2012,Jeremy Tyler,20
2320,2012,Edwin Ubiles,25
2321,2012,Jan Vesely,21
2322,2012,Nikola Vucevic,21
2323,2012,Kemba Walker,21
2324,2012,Derrick Williams,20
2325,2012,Elliot Williams,22
2326,2012,Jordan Williams,21
2327,2012,Chris Wright,23
2328,2013,Quincy Acy,22
2329,2013,Josh Akognon,26
2330,2013,Harrison Barnes,20
2331,2013,Will Barton,22
2332,2013,Aron Baynes,26
2333,2013,Kent Bazemore,23
2334,2013,Bradley Beal,19
2335,2013,Patrick Beverley,24
2336,2013,Victor Claver,24
2337,2013,Chris Copeland,28
2338,2013,Jae Crowder,22
2339,2013,Jared Cunningham,21
2340,2013,Anthony Davis,19
2341,2013,Nando De Colo,25
2342,2013,Andre Drummond,19
2343,2013,Kim English,24
2344,2013,Festus Ezeli,23
2345,2013,Evan Fournier,20
2346,2013,Joel Freeland,25
2347,2013,Diante Garrett,24
2348,2013,Draymond Green,22
2349,2013,Ben Hansbrough,25
2350,2013,Maurice Harkless,19
2351,2013,John Henson,22
2352,2013,Justin Holiday,23
2353,2013,Bernard James,27
2354,2013,John Jenkins,21
2355,2013,Chris Johnson,22
2356,2013,Orlando Johnson,23
2357,2013,Darius Johnson-Odom,23
2358,2013,DeQuan Jones,22
2359,2013,Kevin Jones,23
2360,2013,Perry Jones,21
2361,2013,Terrence Jones,21
2362,2013,Kris Joseph,24
2363,2013,Michael Kidd-Gilchrist,19
2364,2013,Viacheslav Kravtsov,25
2365,2013,Doron Lamb,21
2366,2013,Jeremy Lamb,20
2367,2013,Meyers Leonard,20
2368,2013,Damian Lillard,22
2369,2013,Scott Machado,22
2370,2013,Kendall Marshall,21
2371,2013,Fab Melo,22
2372,2013,Khris Middleton,21
2373,2013,Darius Miller,22
2374,2013,Quincy Miller,20
2375,2013,Donatas Motiejunas,22
2376,2013,Arnett Moultrie,22
2377,2013,Kevin Murphy,22
2378,2013,Andrew Nicholson,23
2379,2013,Kyle O'Quinn,22
2380,2013,Tim Ohlbrecht,24
2381,2013,Miles Plumlee,24
2382,2013,Pablo Prigioni,35
2383,2013,Austin Rivers,20
2384,2013,Brian Roberts,27
2385,2013,Thomas Robinson,21
2386,2013,Terrence Ross,21
2387,2013,Robert Sacre,23
2388,2013,Mike Scott,24
2389,2013,Tornike Shengelia,21
2390,2013,Alexey Shved,24
2391,2013,Henry Sims,22
2392,2013,Kyle Singler,24
2393,2013,Jared Sullinger,20
2394,2013,Jeffery Taylor,23
2395,2013,Tyshawn Taylor,22
2396,2013,Marquis Teague,19
2397,2013,Mirza Teletovic,27
2398,2013,Jonas Valanciunas,20
2399,2013,Jarvis Varnado,24
2400,2013,Dion Waiters,21
2401,2013,Maalik Wayns,21
2402,2013,Chris Wright,23
2403,2013,Tony Wroten,19
2404,2013,Luke Zeller,25
2405,2013,Tyler Zeller,23
2406,2014,Steven Adams,20
2407,2014,Giannis Antetokounmpo,19
2408,2014,Pero Antic,31
2409,2014,Chris Babb,23
2410,2014,Anthony Bennett,20
2411,2014,Vander Blue,21
2412,2014,Lorenzo Brown,23
2413,2014,Reggie Bullock,22
2414,2014,Trey Burke,21
2415,2014,Dwight Buycks,24
2416,2014,Nick Calathes,24
2417,2014,Kentavious Caldwell-Pope,20
2418,2014,Isaiah Canaan,22
2419,2014,Michael Carter-Williams,22
2420,2014,Dionte Christmas,27
2421,2014,Ian Clark,22
2422,2014,Robert Covington,23
2423,2014,Allen Crabbe,21
2424,2014,Seth Curry,23
2425,2014,Troy Daniels,22
2426,2014,Luigi Datome,26
2427,2014,Brandon Davies,22
2428,2014,Dewayne Dedmon,24
2429,2014,Matthew Dellavedova,23
2430,2014,Gorgui Dieng,24
2431,2014,Shane Edwards,26
2432,2014,Vitor Faverani,25
2433,2014,Carrick Felix,23
2434,2014,Jamaal Franklin,22
2435,2014,Rudy Gobert,21
2436,2014,Archie Goodwin,19
2437,2014,Jorge Gutierrez,25
2438,2014,Justin Hamilton,23
2439,2014,Tim Hardaway Jr,21
2440,2014,Elias Harris,24
2441,2014,Solomon Hill,22
2442,2014,Scotty Hopson,24
2443,2014,Robbie Hummel,24
2444,2014,Sergey Karasev,20
2445,2014,Ryan Kelly,22
2446,2014,Ognjen Kuzmic,23
2447,2014,Shane Larkin,21
2448,2014,Ricky Ledo,21
2449,2014,Alex Len,20
2450,2014,Ray McCallum,22
2451,2014,C.J. McCollum,22
2452,2014,Ben McLemore,20
2453,2014,Gal Mekel,25
2454,2014,Tony Mitchell,24
2455,2014,Tony Mitchell,21
2456,2014,Shabazz Muhammad,21
2457,2014,Erik Murphy,23
2458,2014,Toure' Murry,24
2459,2014,Mike Muscala,22
2460,2014,Nemanja Nedovic,22
2461,2014,James Nunnally,23
2462,2014,Victor Oladipo,21
2463,2014,Kelly Olynyk,22
2464,2014,Arinze Onuaku,26
2465,2014,Mason Plumlee,23
2466,2014,Otto Porter,20
2467,2014,Phil Pressey,22
2468,2014,Miroslav Raduljica,26
2469,2014,Glen Rice Jr,23
2470,2014,Andre Roberson,22
2471,2014,Dennis Schroder,20
2472,2014,Peyton Siva,23
2473,2014,Chris Smith,26
2474,2014,Tony Snell,22
2475,2014,James Southerland,23
2476,2014,D.J. Stephens,23
2477,2014,Adonis Thomas,20
2478,2014,Hollis Thompson,22
2479,2014,Casper Ware,24
2480,2014,Royce White,22
2481,2014,Jeff Withey,23
2482,2014,Nate Wolters,22
2483,2014,Cody Zeller,21
2484,2015,Jordan Adams,20
2485,2015,Furkan Aldemir,23
2486,2015,Kyle Anderson,21
2487,2015,Cameron Bairstow,24
2488,2015,Jerrelle Benimon,23
2489,2015,Sim Bhullar,22
2490,2015,Tarik Black,23
2491,2015,Bojan Bogdanovic,25
2492,2015,Jabari Brown,22
2493,2015,Markel Brown,23
2494,2015,Bruno Caboclo,19
2495,2015,Clint Capela,20
2496,2015,Will Cherry,23
2497,2015,Patrick Christopher,26
2498,2015,Jordan Clarkson,22
2499,2015,Jack Cooley,23
2500,2015,Bryce Cotton,22
2501,2015,Andre Dawkins,23
2502,2015,Spencer Dinwiddie,21
2503,2015,Zoran Dragic,25
2504,2015,Larry Drew,24
2505,2015,Cleanthony Early,23
2506,2015,James Ennis,24
2507,2015,Tyler Ennis,20
2508,2015,Dante Exum,19
2509,2015,Tim Frazier,24
2510,2015,Langston Galloway,23
2511,2015,Aaron Gordon,19
2512,2015,Drew Gordon,24
2513,2015,Jerami Grant,20
2514,2015,Erick Green,23
2515,2015,JaMychal Green,24
2516,2015,P.J. Hairston,22
2517,2015,Gary Harris,20
2518,2015,Joe Harris,23
2519,2015,Rodney Hood,22
2520,2015,Joe Ingles,27
2521,2015,Cory Jefferson,24
2522,2015,Grant Jerrett,21
2523,2015,Nick Johnson,22
2524,2015,Tyler Johnson,22
2525,2015,Sean Kilpatrick,25
2526,2015,Alex Kirk,23
2527,2015,Joffrey Lauvergne,23
2528,2015,Zach LaVine,19
2529,2015,Kalin Lucas,25
2530,2015,Devyn Marble,22
2531,2015,James Michael McAdoo,22
2532,2015,K.J. McDaniels,21
2533,2015,Doug McDermott,23
2534,2015,Mitch McGary,22
2535,2015,Jerel McNeal,27
2536,2015,Elijah Millsap,27
2537,2015,Nikola Mirotic,23
2538,2015,Eric Moreland,23
2539,2015,Shabazz Napier,23
2540,2015,Nerlens Noel,20
2541,2015,Lucas Nogueira,22
2542,2015,Jusuf Nurkic,20
2543,2015,Johnny O'Bryant,21
2544,2015,Kostas Papanikolaou,24
2545,2015,Jabari Parker,19
2546,2015,Adreian Payne,23
2547,2015,Elfrid Payton,20
2548,2015,Dwight Powell,23
2549,2015,Julius Randle,20
2550,2015,Glenn Robinson Jr,21
2551,2015,Damjan Rudez,28
2552,2015,JaKarr Sampson,21
2553,2015,Marcus Smart,20
2554,2015,Russ Smith,23
2555,2015,Nik Stauskas,21
2556,2015,David Stockton,23
2557,2015,Jarnell Stokes,21
2558,2015,Noah Vonleh,19
2559,2015,T.J. Warren,21
2560,2015,David Wear,24
2561,2015,Travis Wear,24
2562,2015,Shayne Whittington,23
2563,2015,Andrew Wiggins,19
2564,2015,C.J. Wilcox,24
2565,2015,James Young,19
