ID,Fleet,Status,Gross_Amount,Trip_Adjusted,Promo_Code,Discount_Applied,Existing_Passenger
335581,Discount Cab,Meter Off,33,No,,0,Yes
335580,RideShare,Meter Off,17,No,,0,Yes
335579,RideShare,Unable To Auth,0,No,,,
335578,Discount Cab,Meter Off,22,No,,0,Yes
335577,Cab,Meter Off,0,No,JINGLE,15,No
335576,Discount Cab,Unable To Auth,0,No,,,
335573,Discount Cab,Meter Off,16,No,,0,Yes
335572,Discount Cab,Meter Off,24,No,,0,Yes
335571,Discount Cab,Meter Off,15,No,,0,Yes
335570,RideShare,Meter Off,57,No,,0,Yes
335569,Discount Cab,Unable To Match,0,No,,,
335568,RideShare,Cancelled,10,No,,,
335567,Discount Cab,Meter Off,15,No,,0,Yes
335566,Discount Cab,Meter Off,11,No,,0,Yes
335565,Discount Cab,Unable To Match,0,No,,,
335564,Black,Meter Off,0,No,FREEBWIN1,46,Yes
335563,Discount Cab,Meter Off,13,No,,0,Yes
335562,Discount Cab,Cancelled,0,No,,,
335561,Discount Cab,Meter Off,11,No,,0,Yes
335560,Discount Cab,Meter Off,43,No,,0,Yes
335559,Discount Cab,Meter Off,10,No,,0,Yes
335558,Discount Cab,Meter Off,26,No,,0,Yes
335557,Discount Cab,Meter Off,22,No,,0,Yes
335556,Discount Cab,Meter Off,13,No,,0,Yes
335555,Discount Cab,Meter Off,14,No,,0,Yes
335554,Discount Cab,Cancelled,0,No,,,
335553,Discount Cab,Meter Off,24,No,,0,Yes
335552,Discount Cab,Meter Off,18,No,,0,Yes
335551,Discount Cab,Meter Off,24,No,,0,Yes
335550,Discount Cab,Unable To Auth,0,No,,,
335549,Discount Cab,Unable To Auth,0,No,,,
335548,Discount Cab,Meter Off,2,No,NYE,20,Yes
335547,Discount Cab,Meter Off,9,No,,0,Yes
335546,Discount Cab,Meter Off,18,No,,0,Yes
335545,Discount Cab,Meter Off,7,No,HAPPY,2,Yes
335544,Black,Meter Off,0,No,FREEBWIN1,48,Yes
335543,Discount Cab,Unable To Auth,0,No,,,
335542,Discount Cab,Meter Off,14,No,,0,Yes
335541,Discount Cab,Meter Off,5,No,HOLIDAY,20,Yes
335540,Discount Cab,Meter Off,16,No,,0,Yes
335539,Discount Cab,Meter Off,15,No,,0,Yes
335538,Black,Meter Off,0,No,FREEBWIN1,16,Yes
335537,Cab,Cancelled,0,Yes,,,
335536,Discount Cab,Meter Off,21,No,,0,Yes
335535,RideShare,Unable To Auth,0,No,,,
335534,Black,Meter Off,0,No,FREEBWIN1,10,Yes
335533,Discount Cab,Meter Off,10,No,NEWYEARS,10,Yes
335532,Discount Cab,Unable To Match,0,No,,,
335531,Discount Cab,Unable To Auth,0,No,,,
335530,RideShare,Meter Off,36,No,,0,Yes
335529,Discount Cab,Meter Off,26,No,DCWEB,7,No
335528,Discount Cab,Meter Off,29,No,,0,Yes
335527,Discount Cab,Meter Off,20,No,,0,Yes
335526,Discount Cab,Unable To Match,0,No,,,
335525,Discount Cab,Meter Off,5,No,OLDTOWN20,20,No
335524,Cab,Meter Off,0,No,2pbemployee,56,Yes
335523,Discount Cab,Meter Off,13,No,,0,Yes
335522,Discount Cab,Meter Off,20,No,,0,Yes
335521,Discount Cab,Meter Off,48,Yes,,0,Yes
335520,Discount Cab,Meter Off,29,No,,0,Yes
335519,RideShare,Meter Off,33,No,,0,Yes
335518,Discount Cab,Meter Off,28,No,,0,Yes
335517,Discount Cab,Unable To Auth,0,No,,,
335516,Discount Cab,Meter Off,26,No,,0,Yes
335515,Discount Cab,Meter Off,10,No,,0,Yes
335514,Discount Cab,Meter Off,14,No,,0,Yes
335513,Discount Cab,Unable To Match,0,No,,,
335512,RideShare,Meter Off,8,No,,0,Yes
335511,RideShare,Cancelled,10,No,,,
335510,Discount Cab,Cancelled,10,No,,,
335509,RideShare,Meter Off,23,No,,0,Yes
335507,Discount Cab,Meter Off,14,No,,0,Yes
335506,Discount Cab,Meter Off,22,No,,0,Yes
335505,Discount Cab,Meter Off,39,No,,0,Yes
335504,Discount Cab,Meter Off,20,No,,0,Yes
335503,Cab,Meter Off,0,No,2pbemployee,19,Yes
335502,Discount Cab,Meter Off,17,No,,0,Yes
335501,Discount Cab,Unable To Match,0,No,,,
335500,Discount Cab,Meter Off,46,No,HOLIDAY,20,No
335499,Discount Cab,Meter Off,15,No,,0,Yes
335498,RideShare,Meter Off,10,No,,0,Yes
335497,Discount Cab,Meter Off,8,No,,0,Yes
335496,Discount Cab,Meter Off,20,No,,0,Yes
335495,Discount Cab,Meter Off,14,No,,0,Yes
335492,Discount Cab,Meter Off,8,No,HAPPY,2,No
335491,RideShare,Meter Off,10,No,,0,Yes
335490,Discount Cab,Meter Off,34,No,,0,Yes
335489,RideShare,Meter Off,43,No,,0,Yes
335488,Black,Meter Off,0,No,2pbemployee,13,Yes
335487,Cab,Cancelled,0,No,,,
335486,Discount Cab,Meter Off,60,Yes,,0,Yes
335485,Discount Cab,Meter Off,25,No,DCWEB,7,No
335484,Discount Cab,Meter Off,29,No,,0,Yes
335483,Discount Cab,Meter Off,9,No,HAPPY,3,No
335482,Discount Cab,Meter Off,30,No,,0,Yes
335481,Discount Cab,Meter Off,20,No,,0,Yes
335480,Black,Meter Off,0,No,2pbemployee,14,Yes
335479,Black,Meter Off,0,No,2pbemployee,14,Yes
335478,RideShare,Meter Off,12,No,,0,Yes
335477,RideShare,Meter Off,77,No,,0,Yes
335476,RideShare,Cancelled,0,No,,,
335475,RideShare,Unable To Match,0,No,,,
335474,RideShare,Meter Off,17,No,,0,Yes
335473,Discount Cab,Unable To Match,0,No,,,
335472,Discount Cab,Unable To Match,0,No,,,
335471,RideShare,Unable To Match,0,No,,,
335469,Discount Cab,Meter Off,14,No,,0,Yes
335468,RideShare,Unable To Auth,0,No,,,
335467,Discount Cab,Cancelled,0,No,,,
335466,Discount Cab,Meter Off,1,No,NYE,20,Yes
335465,Discount Cab,Meter Off,2,No,FB10,10,Yes
335464,Discount Cab,Meter Off,16,No,,0,Yes
335463,Discount Cab,Meter Off,21,No,,0,Yes
335462,Discount Cab,Meter Off,25,No,,0,Yes
335461,Discount Cab,Meter Off,28,Yes,,0,Yes
335460,Discount Cab,Meter Off,9,No,,0,Yes
335459,Discount Cab,Meter Off,0,Yes,,0,Yes
335458,Discount Cab,Meter Off,0,No,HOLIDAY,16,Yes
335457,Discount Cab,Meter Off,33,No,,0,Yes
335456,Discount Cab,Meter Off,14,No,,0,Yes
335455,Discount Cab,Meter Off,23,No,,0,Yes
335454,Discount Cab,Unable To Auth,0,No,,,
335453,RideShare,Meter Off,18,No,HAPPY,6,No
335452,Discount Cab,Meter Off,13,No,1110124,10,No
335451,Discount Cab,Meter Off,37,No,,0,Yes
335450,Black,Meter Off,0,No,2pbemployee,11,Yes
335449,Discount Cab,Meter Off,16,No,,0,Yes
335448,Black,Meter Off,0,No,FREEBWIN1,70,Yes
335447,RideShare,Meter Off,33,No,,0,Yes
335446,Discount Cab,Meter Off,19,No,,0,Yes
335445,Discount Cab,Meter Off,19,No,,0,Yes
335444,Discount Cab,Unable To Auth,0,No,,,
335443,RideShare,Meter Off,0,No,HOLIDAY,17,No
335442,RideShare,Meter Off,29,No,,0,Yes
335441,RideShare,Cancelled,0,No,,,
335440,RideShare,Unable To Auth,0,No,,,
335439,RideShare,Unable To Auth,0,No,,,
335438,Discount Cab,Meter Off,22,No,,0,Yes
335437,Discount Cab,Unable To Auth,0,No,,,
335436,RideShare,Unable To Auth,0,No,,,
335435,RideShare,Meter Off,16,No,,0,Yes
335434,Discount Cab,Meter Off,12,No,,0,Yes
335433,Discount Cab,Meter Off,11,No,FB10,10,Yes
335432,Discount Cab,Meter Off,24,No,,0,Yes
335431,Discount Cab,Meter Off,2,No,DC10,10,No
335430,Discount Cab,Meter Off,19,No,,0,Yes
335429,Discount Cab,Unable To Auth,0,No,,,
335428,RideShare,Meter Off,6,No,,0,Yes
335427,Discount Cab,Meter Off,23,No,,0,Yes
335426,RideShare,Meter Off,10,No,,0,Yes
335425,Discount Cab,Meter Off,13,No,,0,Yes
335424,Discount Cab,Meter Off,13,No,,0,Yes
335423,Discount Cab,Meter Off,9,No,,0,Yes
335422,Cab,Meter Off,9,No,,0,Yes
335421,Discount Cab,Meter Off,12,No,,0,Yes
335420,RideShare,Meter Off,37,No,,0,Yes
335419,RideShare,Meter Off,7,No,1207207,10,No
335418,Cab,Meter Off,7,No,2PB5,5,Yes
335417,Discount Cab,Unable To Auth,0,No,,,
335416,Discount Cab,Unable To Auth,0,No,,,
335415,Discount Cab,Meter Off,10,No,,0,Yes
335414,Discount Cab,Unable To Auth,0,No,,,
335413,Black,Meter Off,0,No,FREEBWIN1,67,Yes
335412,Cab,Meter Off,0,No,2PB10,10,No
335411,Discount Cab,Unable To Auth,0,No,,,
335410,Discount Cab,Meter Off,8,No,,0,Yes
335409,RideShare,Meter Off,6,No,1410074,10,Yes
335408,Cab,Cancelled,0,No,,,
335407,Discount Cab,Meter Off,15,No,,0,Yes
335406,RideShare,Unable To Match,0,No,,,
335405,Discount Cab,Meter Off,15,No,,0,Yes
335404,Discount Cab,Meter Off,0,No,1409089,10,No
335403,Discount Cab,Meter Off,19,No,,0,Yes
335402,RideShare,Meter Off,12,No,DCWEB,4,No
335401,RideShare,Meter Off,14,No,,0,Yes
335400,Discount Cab,Meter Off,13,No,,0,Yes
335399,Cab,Meter Off,0,No,2pbemployee,62,Yes
335398,RideShare,Meter Off,12,No,,0,Yes
335397,Discount Cab,Meter Off,19,No,,0,Yes
335396,Discount Cab,Meter Off,13,No,,0,Yes
335395,Discount Cab,Cancelled,0,No,,,
335394,RideShare,Meter Off,7,No,DC10,10,No
335392,RideShare,Cancelled,0,No,,,
335391,RideShare,Unable To Match,0,No,,,
335390,Discount Cab,Meter Off,15,No,,0,Yes
335389,Discount Cab,Unable To Auth,0,No,,,
335388,Discount Cab,Meter Off,17,No,HAPPY,4,Yes
335387,Discount Cab,Unable To Auth,0,No,,,
335386,Discount Cab,Meter Off,10,No,DC10,10,Yes
335385,Discount Cab,Meter Off,8,No,DC10,10,No
335384,Discount Cab,Unable To Match,0,No,,,
335383,RideShare,Meter Off,10,No,1311004,10,No
335382,Discount Cab,Meter Off,15,No,,0,Yes
335381,Discount Cab,Meter Off,9,No,,0,Yes
335380,Discount Cab,Cancelled,0,No,,,
335379,Discount Cab,Meter Off,15,No,,0,Yes
335378,Discount Cab,Cancelled,10,No,,,
335377,RideShare,Timed Out (Enroute),0,No,,,
335376,Discount Cab,Meter Off,14,No,,0,Yes
335375,Discount Cab,Meter Off,9,No,,0,Yes
335374,Discount Cab,Meter Off,10,No,NEWYEARS,10,Yes
335373,Discount Cab,Timed Out (Enroute),0,No,,,
335372,Discount Cab,Meter Off,22,No,,0,Yes
335371,Discount Cab,Unable To Match,0,No,,,
335370,Discount Cab,Cancelled,0,No,,,
335369,Discount Cab,Unable To Match,0,No,,,
335368,Discount Cab,Cancelled,0,No,,,
335367,Discount Cab,Cancelled,0,No,,,
335366,Discount Cab,Cancelled,0,No,,,
335365,RideShare,Meter Off,34,No,,0,Yes
335364,Discount Cab,Unable To Auth,0,No,,,
335363,RideShare,Unable To Match,0,No,,,
335362,Discount Cab,Meter Off,24,No,,0,Yes
335361,Discount Cab,Meter Off,9,No,,0,Yes
335360,RideShare,Meter Off,0,No,FB10,8,Yes
335359,Discount Cab,Meter Off,16,No,,0,Yes
335358,RideShare,Cancelled,0,No,,,
335357,Discount Cab,Cancelled,0,No,,,
335356,Discount Cab,Meter Off,19,No,,0,Yes
335354,Discount Cab,Meter Off,15,No,,0,Yes
335353,Discount Cab,Unable To Auth,0,No,,,
335352,Discount Cab,Meter Off,13,No,,0,Yes
335351,RideShare,Meter Off,17,No,,0,Yes
335350,Discount Cab,Meter Off,32,No,TTAPP25,11,Yes
335349,RideShare,Meter Off,10,No,DCWEB,3,No
335348,Discount Cab,Meter Off,36,No,,0,Yes
335347,Discount Cab,Cancelled,0,No,,,
335346,Discount Cab,Meter Off,24,No,,0,Yes
335345,Discount Cab,Meter Off,15,No,,0,Yes
335344,Discount Cab,Meter Off,9,No,,0,Yes
335343,Discount Cab,Meter Off,181,No,,0,Yes
335342,Discount Cab,Unable To Auth,0,No,,,
335341,Discount Cab,Meter Off,28,No,,0,Yes
335339,Discount Cab,Meter Off,14,No,,0,Yes
335338,Discount Cab,Meter Off,66,No,,0,Yes
335337,RideShare,Meter Off,0,No,NEWYEARS,7,Yes
335336,Discount Cab,Meter Off,9,No,,0,Yes
335335,Discount Cab,Meter Off,16,No,,0,Yes
335334,Discount Cab,Meter Off,15,No,,0,Yes
335333,RideShare,Meter Off,0,No,HOLIDAY,11,No
335332,Discount Cab,Meter Off,0,No,HOLIDAY,17,No
335331,RideShare,Meter Off,21,No,,0,Yes
335330,Discount Cab,Meter Off,16,No,,0,Yes
335329,Discount Cab,Meter Off,2,No,OLDTOWN10,10,Yes
335328,Discount Cab,Meter Off,26,No,HAPPY,9,No
335327,Black,Meter Off,0,No,2pbemployee,69,Yes
335326,Discount Cab,Meter Off,22,No,,0,Yes
335325,Discount Cab,Meter Off,2,No,DC10,10,No
335324,Discount Cab,Cancelled,10,No,,,
335322,Discount Cab,Cancelled,10,No,,,
335321,Discount Cab,Meter Off,39,No,,0,Yes
335320,Discount Cab,Meter Off,20,No,,0,Yes
335319,Discount Cab,Meter Off,15,No,,0,Yes
335318,Discount Cab,Meter Off,12,No,,0,Yes
335317,RideShare,Unable To Match,0,No,,,
335316,RideShare,Unable To Match,0,No,,,
335315,RideShare,Unable To Match,0,No,,,
335314,Discount Cab,Unable To Auth,0,No,,,
335313,Black,Meter Off,0,No,2pbemployee,11,Yes
335312,Discount Cab,Unable To Auth,0,No,,,
335311,Discount Cab,Meter Off,16,No,,0,Yes
335310,Discount Cab,Meter Off,26,No,,0,Yes
335309,Discount Cab,Meter Off,66,No,,0,Yes
335307,Discount Cab,Meter Off,18,No,,0,Yes
335306,Discount Cab,Meter Off,20,No,,0,Yes
335305,Discount Cab,Meter Off,81,No,,0,Yes
335304,RideShare,Meter Off,10,No,,0,Yes
335303,Discount Cab,Unable To Auth,0,No,,,
335302,Discount Cab,Meter Off,25,No,,0,Yes
335301,Discount Cab,Meter Off,4,No,ASU1,20,Yes
335300,RideShare,Meter Off,7,No,,0,Yes
335299,Discount Cab,Unable To Auth,0,No,,,
335298,Discount Cab,Meter Off,19,No,,0,Yes
335297,Discount Cab,Meter Off,14,No,,0,Yes
335296,Discount Cab,Meter Off,12,No,,0,Yes
335295,Discount Cab,Meter Off,10,No,ASU1,20,No
335294,Discount Cab,Meter Off,13,No,,0,Yes
335292,Discount Cab,Meter Off,28,No,,0,Yes
335291,Discount Cab,Meter Off,9,No,,0,Yes
335290,Discount Cab,Unable To Auth,0,No,,,
335289,Discount Cab,Cancelled,10,No,,,
335288,Discount Cab,Meter Off,29,No,,0,Yes
335287,Discount Cab,Meter Off,14,No,OLDTOWN10,10,Yes
335286,RideShare,Unable To Match,0,No,,,
335285,RideShare,Unable To Match,0,No,,,
335284,Discount Cab,Meter Off,10,No,,0,Yes
335283,RideShare,Unable To Match,0,No,,,
335282,Discount Cab,Meter Off,24,No,,0,Yes
335281,Discount Cab,Meter Off,2,No,1107066,10,Yes
335280,Discount Cab,Meter Off,9,No,,0,Yes
335279,Discount Cab,Unable To Auth,0,No,,,
335278,Discount Cab,Unable To Auth,0,No,,,
335277,RideShare,Meter Off,31,No,,0,Yes
335276,Discount Cab,Meter Off,12,No,,0,Yes
335275,Discount Cab,Cancelled,0,No,,,
335274,Discount Cab,Cancelled,0,No,,,
335273,Discount Cab,Meter Off,42,No,DC10,10,No
335272,RideShare,Meter Off,13,No,,0,Yes
335271,Discount Cab,Meter Off,8,Yes,,0,Yes
335269,Discount Cab,Meter Off,9,No,,0,Yes
335268,Discount Cab,Meter Off,13,No,,0,Yes
335267,Discount Cab,Meter Off,26,No,,0,Yes
335266,RideShare,Meter Off,0,No,HOLIDAY,18,No
335265,Discount Cab,Meter Off,25,No,,0,Yes
335264,RideShare,Meter Off,0,No,ASU1,20,No
335263,RideShare,Meter Off,9,No,,0,Yes
335262,RideShare,Meter Off,1,No,1410074,10,Yes
335261,RideShare,Meter Off,9,No,,0,Yes
335260,Discount Cab,Meter Off,20,No,,0,Yes
335259,Discount Cab,Cancelled,10,No,,,
335258,RideShare,Cancelled,0,No,,,
335257,Discount Cab,Cancelled,10,No,,,
335256,Discount Cab,Meter Off,134,No,,0,Yes
335255,Discount Cab,Meter Off,18,No,,0,Yes
335254,Discount Cab,Unable To Match,0,No,,,
335253,Discount Cab,Meter Off,9,No,,0,Yes
335252,RideShare,Meter Off,9,No,,0,Yes
335251,Discount Cab,Meter Off,31,No,,0,Yes
335250,Discount Cab,Meter Off,38,No,,0,Yes
335249,Discount Cab,Cancelled,0,No,,,
335248,Discount Cab,Meter Off,64,No,,0,Yes
335247,Discount Cab,Meter Off,30,No,,0,Yes
335246,RideShare,Meter Off,0,No,56926,8,Yes
335245,Discount Cab,Meter Off,9,No,,0,Yes
335244,Discount Cab,Meter Off,36,No,,0,Yes
335243,Discount Cab,Meter Off,13,No,,0,Yes
335242,Discount Cab,Meter Off,20,No,,0,Yes
335241,Discount Cab,Meter Off,8,No,DCWEB,3,No
335240,RideShare,Unable To Auth,0,No,,,
335239,Discount Cab,Meter Off,12,No,,0,Yes
335238,RideShare,Meter Off,2,No,DC10,10,No
335237,Discount Cab,Meter Off,11,No,,0,Yes
335236,Discount Cab,Meter Off,14,No,,0,Yes
335235,Black,Meter Off,3,No,FREEB,20,No
335234,Discount Cab,Meter Off,17,No,,0,Yes
335233,Discount Cab,Meter Off,13,No,,0,Yes
335232,Discount Cab,Meter Off,21,No,,0,Yes
335231,Discount Cab,Meter Off,9,No,,0,Yes
335229,Discount Cab,Meter Off,26,No,,0,Yes
335228,RideShare,Unable To Match,0,No,,,
335227,RideShare,Cancelled,0,No,,,
335226,RideShare,Unable To Match,0,No,,,
335225,Discount Cab,Meter Off,22,No,,0,Yes
335224,Discount Cab,Meter Off,46,No,,0,Yes
335223,Discount Cab,Meter Off,14,No,,0,Yes
335222,Discount Cab,Cancelled,0,No,,,
335221,Discount Cab,Meter Off,19,No,,0,Yes
335220,RideShare,Meter Off,19,No,,0,Yes
335219,Cab,Unable To Auth,0,No,,,
335218,Discount Cab,Meter Off,10,No,,0,Yes
335217,RideShare,Meter Off,39,No,,0,Yes
335216,Discount Cab,Meter Off,0,No,OLDTOWN20,17,No
335215,Discount Cab,Meter Off,2,No,HOLIDAY,20,Yes
335214,Discount Cab,Meter Off,17,No,,0,Yes
335213,Discount Cab,Meter Off,10,No,HOLIDAY,20,Yes
335212,Discount Cab,Meter Off,38,No,,0,Yes
335211,RideShare,Meter Off,12,No,,0,Yes
335210,RideShare,Meter Off,19,No,HOLIDAY,20,Yes
335209,Discount Cab,Meter Off,10,No,,0,Yes
335208,Discount Cab,Cancelled,10,No,,,
335207,Discount Cab,Meter Off,6,No,FB10,10,No
335206,Discount Cab,Meter Off,15,No,,0,Yes
335205,Discount Cab,Meter Off,10,No,,0,Yes
335204,Discount Cab,Meter Off,26,No,57617,10,Yes
335203,RideShare,Meter Off,14,No,,0,Yes
335202,Discount Cab,Meter Off,16,No,,0,Yes
335201,Discount Cab,Meter Off,26,No,,0,Yes
335200,RideShare,Meter Off,8,No,,0,Yes
335199,RideShare,Meter Off,9,No,,0,Yes
335198,Discount Cab,Meter Off,0,No,HOLIDAY,19,No
335197,Discount Cab,Meter Off,13,No,,0,Yes
335196,RideShare,Meter Off,24,No,,0,Yes
335195,Discount Cab,Meter Off,27,No,,0,Yes
335194,Discount Cab,Meter Off,34,No,,0,Yes
335193,Discount Cab,Meter Off,16,No,,0,Yes
335192,Discount Cab,Meter Off,79,No,,0,Yes
335191,Discount Cab,Meter Off,32,No,DCWEB,9,No
335190,Discount Cab,Meter Off,27,No,DC10,10,Yes
335189,Discount Cab,Meter Off,48,No,,0,Yes
335188,Discount Cab,Meter Off,53,No,TOPGOLF20,20,No
335187,Discount Cab,Meter Off,11,No,HOLIDAY,20,No
335186,Discount Cab,Cancelled,0,No,,,
335185,RideShare,Meter Off,16,No,1012150,10,No
335184,Cab,Meter Off,0,No,FREEB,15,No
335183,Discount Cab,Meter Off,123,No,,0,Yes
335182,Discount Cab,Meter Off,15,No,,0,Yes
335181,Discount Cab,Meter Off,0,No,DEVILS20,12,No
335180,Cab,Meter Off,1,No,FREEB,20,No
335179,Discount Cab,Meter Off,14,No,,0,Yes
335178,Cab,Meter Off,0,No,FREEBWIN1,31,Yes
335177,Discount Cab,Unable To Match,0,No,,,
335176,Black,Cancelled,0,Yes,,,
335175,Black,Cancelled,0,No,,,
335174,Discount Cab,Meter Off,11,No,,0,Yes
335173,SUV,Cancelled,0,No,,,
335172,Cab,Meter Off,23,No,,0,Yes
335171,Discount Cab,Meter Off,89,No,,0,Yes
335170,RideShare,Cancelled,0,No,,,
335169,Discount Cab,Meter Off,7,No,DEVILS10,10,No
335168,Discount Cab,Meter Off,3,No,1409184,10,No
335167,Discount Cab,Meter Off,16,No,NEWYEARS,10,No
335166,RideShare,Meter Off,6,No,,0,Yes
335165,Discount Cab,Meter Off,50,No,,0,Yes
335164,Discount Cab,Cancelled,0,No,,,
335163,Discount Cab,Meter Off,14,No,,0,Yes
335162,Discount Cab,Meter Off,31,No,,0,Yes
335161,Discount Cab,Meter Off,34,No,,0,Yes
335160,Discount Cab,Meter Off,71,No,,0,Yes
335159,Discount Cab,Meter Off,10,No,OLDTOWN20,20,No
335158,RideShare,Meter Off,16,No,,0,Yes
335157,Discount Cab,Cancelled,0,No,,,
335156,RideShare,Meter Off,0,No,DC10,8,Yes
335155,RideShare,Meter Off,2,No,1410074,10,Yes
335154,RideShare,Cancelled,0,No,,,
335153,Discount Cab,Meter Off,10,No,,0,Yes
335152,Discount Cab,Meter Off,27,No,,0,Yes
335151,Discount Cab,Meter Off,15,No,,0,Yes
335150,Discount Cab,Cancelled,10,No,,,
335149,Cab,Meter Off,13,No,2PB10,10,Yes
335148,RideShare,Meter Off,6,No,,0,Yes
335147,RideShare,Cancelled,0,No,,,
335146,Discount Cab,Meter Off,67,No,,0,Yes
335145,RideShare,Unable To Auth,0,No,,,
335144,Black,Meter Off,0,No,FREEB,10,No
335143,Discount Cab,Unable To Auth,0,No,,,
335142,Discount Cab,Meter Off,17,No,,0,Yes
335141,Discount Cab,Meter Off,45,No,,0,Yes
335140,Discount Cab,Meter Off,16,No,,0,Yes
335139,Discount Cab,Meter Off,11,No,,0,Yes
335138,Discount Cab,Meter Off,25,No,,0,Yes
335137,Discount Cab,Meter Off,0,No,ASU1,14,Yes
335136,Discount Cab,Unable To Auth,0,No,,,
335135,RideShare,Meter Off,23,No,,0,Yes
335134,Discount Cab,Meter Off,11,No,,0,Yes
335133,Discount Cab,Meter Off,10,No,,0,Yes
335132,Discount Cab,Cancelled,0,No,,,
335131,Discount Cab,Cancelled,0,No,,,
335130,Discount Cab,Meter Off,18,No,,0,Yes
335129,Discount Cab,Meter Off,5,Yes,1407158,8,Yes
335128,Discount Cab,Meter Off,10,No,,0,Yes
335127,Discount Cab,Meter Off,10,No,FB10,10,Yes
335126,Discount Cab,Unable To Auth,0,No,,,
335125,RideShare,Meter Off,4,No,FB10,10,Yes
335124,Discount Cab,Meter Off,12,No,,0,Yes
335123,Discount Cab,Meter Off,20,No,OLDTOWN20,20,No
335122,Discount Cab,Meter Off,13,No,,0,Yes
335121,RideShare,Meter Off,8,No,,0,Yes
335120,Discount Cab,Meter Off,29,No,,0,Yes
335119,RideShare,Meter Off,10,No,,0,Yes
335118,Discount Cab,Meter Off,23,No,,0,Yes
335117,Discount Cab,Meter Off,1,No,1401094,10,No
335116,Discount Cab,Meter Off,15,No,,0,Yes
335115,Discount Cab,Meter Off,19,No,,0,Yes
335114,Discount Cab,Meter Off,0,No,1303118,8,Yes
335113,RideShare,Unable To Auth,0,No,,,
335112,Discount Cab,Meter Off,39,No,,0,Yes
335111,Discount Cab,Meter Off,23,No,,0,Yes
335110,RideShare,Meter Off,6,No,,0,Yes
335109,Discount Cab,Meter Off,37,No,,0,Yes
335108,Discount Cab,Meter Off,1,No,1401094,10,Yes
335107,Discount Cab,Meter Off,19,No,,0,Yes
335106,Discount Cab,Meter Off,12,No,,0,Yes
335105,RideShare,Meter Off,3,No,40417,10,Yes
335103,SUV,Meter Off,0,No,FREEBWIN1,57,Yes
335102,Discount Cab,Meter Off,14,No,,0,Yes
335101,Discount Cab,Unable To Auth,0,No,,,
335100,RideShare,Meter Off,9,No,,0,Yes
335099,Discount Cab,Meter Off,9,No,,0,Yes
335098,Discount Cab,Meter Off,64,No,,0,Yes
335097,Discount Cab,Meter Off,20,No,OLDTOWN20,20,No
335096,Discount Cab,Meter Off,15,No,,0,Yes
335095,Discount Cab,Meter Off,25,No,,0,Yes
335094,Discount Cab,Meter Off,12,No,,0,Yes
335093,Discount Cab,Meter Off,13,No,ASU1,20,Yes
335092,Discount Cab,Meter Off,14,No,,0,Yes
335091,Discount Cab,Meter Off,15,No,HAPPY,4,Yes
335090,Discount Cab,Meter Off,19,No,,0,Yes
335089,RideShare,Meter Off,14,No,,0,Yes
335088,Discount Cab,Meter Off,10,No,,0,Yes
335087,RideShare,Meter Off,20,No,,0,Yes
335086,Discount Cab,Unable To Match,0,No,,,
335085,Discount Cab,Meter Off,25,No,,0,Yes
335084,Discount Cab,Meter Off,9,No,,0,Yes
335083,Discount Cab,Meter Off,13,No,,0,Yes
335082,RideShare,Meter Off,6,No,,0,Yes
335081,Discount Cab,Meter Off,10,No,,0,Yes
335080,Discount Cab,Cancelled,0,No,,,
335079,Discount Cab,Cancelled,0,No,,,
335078,Discount Cab,Cancelled,0,No,,,
335077,RideShare,Meter Off,7,No,,0,Yes
335076,Discount Cab,Meter Off,10,No,,0,Yes
335075,RideShare,Meter Off,15,No,,0,Yes
335074,RideShare,Meter Off,13,No,,0,Yes
335073,RideShare,Unable To Match,0,No,,,
335072,Discount Cab,Meter Off,21,No,,0,Yes
335071,RideShare,Meter Off,10,No,,0,Yes
335070,RideShare,Cancelled,0,No,,,
335069,RideShare,Cancelled,0,No,,,
335068,Discount Cab,Meter Off,15,No,,0,Yes
335067,Discount Cab,Meter Off,14,No,,0,Yes
335066,RideShare,Meter Off,1,No,DC10,10,No
335065,Discount Cab,Meter Off,21,No,,0,Yes
335064,Black,Cancelled,0,No,,,
335063,RideShare,Meter Off,0,No,1410074,6,Yes
335062,RideShare,Meter Off,12,No,TTAPP25,4,Yes
335060,Discount Cab,Meter Off,21,No,,0,Yes
335059,Discount Cab,Meter Off,99,No,,0,Yes
335058,RideShare,Unable To Auth,0,No,,,
335057,Discount Cab,Meter Off,14,No,DCWEB,3,No
335056,Discount Cab,Meter Off,17,No,,0,Yes
335055,Discount Cab,Unable To Auth,0,No,,,
335054,Discount Cab,Meter Off,34,No,,0,Yes
335053,RideShare,Meter Off,9,No,1207207,10,Yes
335052,Discount Cab,Meter Off,36,No,,0,Yes
335051,RideShare,Meter Off,16,No,,0,Yes
335050,Discount Cab,Meter Off,54,No,,0,Yes
335049,Discount Cab,Meter Off,11,No,,0,Yes
335048,Discount Cab,Cancelled,10,No,,,
335047,Discount Cab,Meter Off,17,No,,0,Yes
335046,Discount Cab,Meter Off,9,No,,0,Yes
335045,RideShare,Cancelled,10,No,,,
335044,Discount Cab,Meter Off,3,No,NEWYEARS,10,Yes
335043,Discount Cab,Cancelled,0,No,,,
335042,Discount Cab,Unable To Match,0,No,,,
335041,Discount Cab,Cancelled,0,No,,,
335040,Discount Cab,Cancelled,0,No,,,
335039,Discount Cab,Cancelled,0,No,,,
