ID,Fleet,Status,Gross_Amount,Trip_Adjusted,Promo_Code,Discount_Applied,Existing_Passenger
338532,Discount Cab,Meter Off,12,No,56109,10,Yes
338531,RideShare,Meter Off,15,No,,0,Yes
338530,Discount Cab,Meter Off,31,No,,0,Yes
338529,RideShare,Meter Off,9,No,,0,Yes
338528,RideShare,Cancelled,0,Yes,,,
338527,Discount Cab,Meter Off,9,No,DC10,10,Yes
338526,RideShare,Cancelled,10,No,,,
338525,SUV,Meter Off,0,No,FREEBWIN1,66,Yes
338524,RideShare,Meter Off,14,No,,0,Yes
338523,Discount Cab,Meter Off,10,No,,0,Yes
338522,RideShare,Meter Off,13,No,PHOENIX,10,Yes
338520,RideShare,Meter Off,8,No,,0,Yes
338519,Discount Cab,Unable To Auth,0,No,,,
338518,RideShare,Meter Off,13,No,,0,Yes
338517,RideShare,Meter Off,8,No,,0,Yes
338516,RideShare,Cancelled,0,No,,,
338515,Discount Cab,Meter Off,5,No,OLDTOWN20,20,Yes
338514,Discount Cab,Meter Off,15,No,,0,Yes
338513,Discount Cab,Meter Off,27,No,,0,Yes
338512,Discount Cab,Meter Off,3,No,PHOENIX,10,Yes
338511,Discount Cab,Meter Off,14,No,1207082,10,Yes
338510,Discount Cab,Meter Off,12,No,PHOENIX,10,Yes
338509,Discount Cab,Cancelled,0,No,,,
338508,Discount Cab,Cancelled,0,No,,,
338507,RideShare,Meter Off,4,No,PHOENIX,10,No
338506,Discount Cab,Meter Off,8,No,1207084,10,Yes
338505,RideShare,Meter Off,0,No,DC10,6,Yes
338504,Discount Cab,Meter Off,23,No,,0,Yes
338503,RideShare,Meter Off,15,No,,0,Yes
338502,RideShare,Meter Off,7,No,,0,Yes
338501,Discount Cab,Meter Off,40,No,PHOENIX,10,Yes
338500,Discount Cab,Meter Off,37,No,,0,Yes
338499,Discount Cab,Meter Off,0,No,PHX20,13,Yes
338498,Discount Cab,Meter Off,13,No,,0,Yes
338497,Discount Cab,Meter Off,1,No,PHOENIX,10,Yes
338496,Discount Cab,Meter Off,12,No,,0,Yes
338495,Discount Cab,Meter Off,14,No,,0,Yes
338494,Black,Unable To Match,0,No,,,
338493,RideShare,Meter Off,3,No,OPEN,10,Yes
338492,RideShare,Meter Off,6,No,,0,Yes
338491,Discount Cab,Meter Off,15,No,,0,Yes
338490,Black,Meter Off,0,No,FREEBWIN1,23,Yes
338489,Discount Cab,Unable To Auth,0,No,,,
338488,Discount Cab,Meter Off,28,No,,0,Yes
338487,Discount Cab,Meter Off,14,No,,0,Yes
338486,Discount Cab,Meter Off,49,No,,0,Yes
338485,Discount Cab,Unable To Auth,0,No,,,
338484,Discount Cab,Meter Off,18,No,,0,Yes
338483,Discount Cab,Meter Off,4,No,PHOENIX,10,Yes
338482,Discount Cab,Meter Off,3,No,PHOENIX,10,Yes
338481,RideShare,Meter Off,13,No,,0,Yes
338480,Discount Cab,Meter Off,7,No,PHOENIX,10,Yes
338479,Discount Cab,Meter Off,11,No,,0,Yes
338478,Discount Cab,Meter Off,16,No,,0,Yes
338477,Discount Cab,Cancelled,0,No,,,
338476,Discount Cab,Meter Off,67,No,PHOENIX,10,Yes
338475,Discount Cab,Meter Off,19,No,DC10,10,No
338473,Discount Cab,Meter Off,11,No,1412180,10,Yes
338472,Discount Cab,Meter Off,23,No,,0,Yes
338471,Discount Cab,Meter Off,2,No,PHOENIX,10,Yes
338470,Discount Cab,Meter Off,6,No,57676,10,Yes
338469,Discount Cab,Meter Off,9,No,DC10,10,Yes
338468,RideShare,Meter Off,21,No,,0,Yes
338467,Discount Cab,Meter Off,15,No,DCWEB,5,Yes
338466,Discount Cab,Meter Off,17,No,,0,Yes
338465,Discount Cab,Cancelled,10,No,,,
338464,Discount Cab,Cancelled,0,No,,,
338463,Discount Cab,Cancelled,0,No,,,
338462,Discount Cab,Meter Off,12,No,,0,Yes
338461,Discount Cab,Unable To Match,0,No,,,
338460,Discount Cab,Meter Off,37,No,,0,Yes
338459,RideShare,Meter Off,6,No,OPEN,10,Yes
338458,Discount Cab,Cancelled,0,No,,,
338457,Black,Unable To Auth,0,No,,,
338456,Discount Cab,Cancelled,10,No,,,
338455,Discount Cab,Meter Off,18,No,HAPPY,5,No
338454,Discount Cab,Unable To Auth,0,No,,,
338453,Discount Cab,Meter Off,9,No,,0,Yes
338452,Discount Cab,Meter Off,18,No,,0,Yes
338451,Discount Cab,Cancelled,0,No,,,
338450,Discount Cab,Meter Off,55,No,,0,Yes
338449,Discount Cab,Cancelled,0,No,,,
338448,Discount Cab,Unable To Auth,0,No,,,
338447,Discount Cab,Unable To Match,0,No,,,
338446,Discount Cab,Meter Off,3,No,DC10,10,No
338445,RideShare,Meter Off,0,No,OPEN,10,Yes
338444,RideShare,Meter Off,11,No,,0,Yes
338443,Discount Cab,Unable To Auth,0,No,,,
338442,Discount Cab,Meter Off,21,No,HOLIDAY,20,No
338441,RideShare,Meter Off,20,No,,0,Yes
338440,RideShare,Meter Off,19,No,,0,Yes
338439,Discount Cab,Meter Off,0,No,HOLIDAY,16,Yes
338438,Discount Cab,Unable To Auth,0,No,,,
338437,Discount Cab,Meter Off,8,No,1407104,10,Yes
338436,Discount Cab,Meter Off,14,No,,0,Yes
338435,RideShare,Cancelled,0,No,,,
338434,RideShare,Meter Off,0,No,BIGGAME,10,No
338433,RideShare,Meter Off,0,No,DEVILS20,8,No
338432,RideShare,Meter Off,11,No,HOLIDAY,20,Yes
338431,Discount Cab,Meter Off,30,No,,0,Yes
338430,Discount Cab,Meter Off,6,No,FB10,10,Yes
338429,Discount Cab,Cancelled,0,No,,,
338428,Discount Cab,Meter Off,24,Yes,DC10,10,No
338427,Discount Cab,Cancelled,0,No,,,
338426,Discount Cab,Cancelled,0,No,,,
338424,Discount Cab,Meter Off,0,No,HOLIDAY,20,Yes
338423,Discount Cab,Meter Off,16,No,DC10,10,No
338422,Discount Cab,Cancelled,0,No,,,
338421,Discount Cab,Cancelled,0,No,,,
338420,Discount Cab,Meter Off,34,No,HAPPY,11,Yes
338419,RideShare,Cancelled,0,No,,,
338418,Discount Cab,Meter Off,18,No,,0,Yes
338417,RideShare,Meter Off,16,No,,0,Yes
338416,Discount Cab,Cancelled,10,No,,,
338415,Discount Cab,Meter Off,0,No,HOLIDAY,14,No
338414,Discount Cab,Unable To Match,0,No,,,
338413,Discount Cab,Unable To Match,0,No,,,
338412,Discount Cab,Meter Off,9,No,,0,Yes
338411,Discount Cab,Meter Off,29,No,,0,Yes
338409,Discount Cab,Cancelled,0,No,,,
338407,Discount Cab,Meter Off,11,No,,0,Yes
338406,RideShare,Meter Off,46,Yes,,0,Yes
338405,Discount Cab,Meter Off,25,No,,0,Yes
338404,Discount Cab,Meter Off,22,No,DC10,10,No
338403,RideShare,Cancelled,0,No,,,
338402,Discount Cab,Meter Off,22,No,,0,Yes
338401,RideShare,Meter Off,9,No,,0,Yes
338400,Discount Cab,Cancelled,10,No,,,
338399,RideShare,Meter Off,1,No,OPEN,10,No
338398,Discount Cab,Meter Off,20,No,FB10,10,Yes
338397,RideShare,Meter Off,12,No,,0,Yes
338396,Discount Cab,Meter Off,26,No,,0,Yes
338395,Discount Cab,Unable To Match,0,No,,,
338394,Discount Cab,Unable To Auth,0,No,,,
338393,Discount Cab,Meter Off,37,No,HAPPY,12,No
338392,RideShare,Meter Off,0,No,ASU3,18,Yes
338391,Discount Cab,Meter Off,11,No,807055,10,Yes
338390,Discount Cab,Meter Off,55,No,FB10,10,Yes
338389,Discount Cab,Unable To Auth,0,No,,,
338388,RideShare,Cancelled,0,No,,,
338387,RideShare,Cancelled,0,Yes,,,
338386,Discount Cab,Meter Off,26,No,,0,Yes
338385,Black,Meter Off,0,No,10UNDER30,14,No
338384,Discount Cab,Meter Off,0,No,1202003,9,Yes
338383,Black,Cancelled,0,No,,,
338382,Discount Cab,Meter Off,15,No,,0,Yes
338381,Discount Cab,Meter Off,3,No,FB10,10,Yes
338380,Discount Cab,Meter Off,19,No,,0,Yes
338379,RideShare,Meter Off,22,No,,0,Yes
338378,Cab,Unable To Auth,0,No,,,
338377,RideShare,Cancelled,0,No,,,
338376,Discount Cab,Meter Off,22,No,,0,Yes
338375,RideShare,Meter Off,19,No,,0,Yes
338374,RideShare,Meter Off,21,Yes,ASU2,6,Yes
338373,RideShare,Cancelled,0,No,,,
338372,Discount Cab,Meter Off,25,No,1404137,10,No
338370,Discount Cab,Meter Off,25,No,TTAPP25,7,Yes
338369,RideShare,Meter Off,9,No,,0,Yes
338368,RideShare,Meter Off,13,No,DCWEB,4,No
338367,Discount Cab,Meter Off,18,No,,0,Yes
338366,Discount Cab,Cancelled,0,No,,,
338365,Black,Meter Off,0,No,FREEBWIN1,68,Yes
338364,Discount Cab,Meter Off,3,No,57724,10,No
338363,Discount Cab,Unable To Auth,0,No,,,
338362,RideShare,Meter Off,15,Yes,,0,Yes
338361,Discount Cab,Meter Off,21,No,,0,Yes
338359,Discount Cab,Meter Off,50,No,DCWEB,12,Yes
338358,Discount Cab,Meter Off,0,No,DC10,9,No
338357,Discount Cab,Meter Off,28,No,,0,Yes
338356,Discount Cab,Meter Off,11,No,,0,Yes
338355,Discount Cab,Unable To Auth,0,No,,,
338354,Discount Cab,Meter Off,0,No,HOLIDAY,19,No
338353,RideShare,Cancelled,0,No,,,
338352,Discount Cab,Meter Off,0,No,HOLIDAY,15,No
338351,RideShare,Unable To Auth,0,No,,,
338350,Discount Cab,Meter Off,38,No,,0,Yes
338349,Discount Cab,Cancelled,0,No,,,
338348,Discount Cab,Unable To Auth,0,No,,,
338347,Discount Cab,Unable To Auth,0,No,,,
338346,Discount Cab,Unable To Auth,0,No,,,
338345,Discount Cab,Meter Off,17,No,,0,Yes
338344,Discount Cab,Unable To Auth,0,No,,,
338343,RideShare,Meter Off,31,No,,0,Yes
338342,Black,Unable To Match,0,No,,,
338341,RideShare,Meter Off,0,No,DEVILS20,6,No
338340,SUV,Unable To Match,0,No,,,
338339,SUV,Cancelled,0,No,,,
338338,Black,Cancelled,10,No,,,
338337,Discount Cab,Cancelled,10,No,,,
338336,RideShare,Meter Off,27,No,,0,Yes
338335,Discount Cab,Cancelled,10,No,,,
338334,Discount Cab,Meter Off,7,No,PHOENIX,10,Yes
338333,Discount Cab,Meter Off,41,No,,0,Yes
338332,Discount Cab,Meter Off,8,No,1203053,10,Yes
338331,Discount Cab,Cancelled,10,No,,,
338330,Discount Cab,Meter Off,25,No,,0,Yes
338329,Discount Cab,Meter Off,11,No,,0,Yes
338328,Discount Cab,Meter Off,0,No,HOLIDAY,16,No
338327,RideShare,Meter Off,6,No,,0,Yes
338326,Discount Cab,Meter Off,37,No,,0,Yes
338325,Cab,Cancelled,0,Yes,,,
338324,Discount Cab,Meter Off,32,No,57444,10,Yes
338323,RideShare,Meter Off,0,No,OLDTOWN20,9,Yes
338322,RideShare,Cancelled,0,No,,,
338321,RideShare,Meter Off,10,No,,0,Yes
338320,Discount Cab,Meter Off,0,No,DC10,10,No
338319,RideShare,Cancelled,0,No,,,
338318,Discount Cab,Meter Off,0,No,HOLIDAY,18,No
338317,Discount Cab,Meter Off,24,No,,0,Yes
338316,Black,Meter Off,5,No,10UNDER30,20,No
338315,Discount Cab,Meter Off,8,No,,0,Yes
338314,Discount Cab,Meter Off,30,No,,0,Yes
338313,Black,Meter Off,0,No,10UNDER30,11,No
338312,RideShare,Meter Off,66,No,,0,Yes
338311,RideShare,Meter Off,19,No,,0,Yes
338310,RideShare,Meter Off,27,No,,0,Yes
338309,Discount Cab,Cancelled,0,No,,,
338308,Discount Cab,Meter Off,17,No,OPEN,10,Yes
338307,Black,Cancelled,0,No,,,
338306,Discount Cab,Meter Off,2,No,316,10,Yes
338305,Discount Cab,Meter Off,18,Yes,,0,Yes
338304,Discount Cab,Meter Off,17,No,TTAPP25,4,No
338303,Discount Cab,Cancelled,0,No,,,
338302,Discount Cab,Meter Off,3,No,1401094,10,Yes
338301,Discount Cab,Meter Off,22,Yes,,0,Yes
338300,Discount Cab,Unable To Match,0,No,,,
338299,Discount Cab,Meter Off,42,No,,0,Yes
338298,Discount Cab,Meter Off,13,No,,0,Yes
338297,Discount Cab,Meter Off,9,No,,0,Yes
338296,RideShare,Meter Off,22,No,,0,Yes
338295,Cab,Meter Off,0,No,10UNDER30,12,No
338294,Discount Cab,Meter Off,5,No,1312076,10,No
338293,Cab,Unable To Match,0,No,,,
338292,Discount Cab,Meter Off,24,No,,0,Yes
338291,Black,Cancelled,0,No,,,
338290,Cab,Unable To Match,0,No,,,
338289,Black,Cancelled,0,Yes,,,
338288,Cab,Meter Off,0,No,10UNDER30,19,No
338287,RideShare,Meter Off,8,No,,0,Yes
338286,Discount Cab,Meter Off,13,No,,0,Yes
338285,Discount Cab,Meter Off,11,No,,0,Yes
338284,Black,Meter Off,0,No,10UNDER30,10,No
338283,Discount Cab,Meter Off,15,No,,0,Yes
338282,Discount Cab,Meter Off,5,No,1410156,10,Yes
338281,Discount Cab,Meter Off,16,No,,0,Yes
338280,Discount Cab,Meter Off,13,No,,0,Yes
338279,RideShare,Meter Off,11,No,,0,Yes
338278,RideShare,Meter Off,9,No,,0,Yes
338277,Discount Cab,Meter Off,16,No,,0,Yes
338276,Discount Cab,Unable To Auth,0,No,,,
338275,Discount Cab,Meter Off,118,No,,0,Yes
338274,Discount Cab,Meter Off,4,No,DC10,10,No
338273,Discount Cab,Meter Off,41,No,,0,Yes
338272,Discount Cab,Meter Off,15,No,,0,Yes
338271,Cab,Meter Off,1,No,10UNDER30,20,No
338270,Discount Cab,Meter Off,13,No,,0,Yes
338269,Cab,Meter Off,1,No,10UNDER30,20,No
338268,Cab,Cancelled,0,No,,,
338267,Cab,Unable To Match,0,No,,,
338266,Cab,Cancelled,0,No,,,
338265,Discount Cab,Meter Off,0,No,DEVILS20,10,No
338264,RideShare,Meter Off,14,No,,0,Yes
338263,Discount Cab,Meter Off,12,No,,0,Yes
338262,RideShare,Meter Off,19,No,,0,Yes
338261,Cab,Meter Off,0,No,10UNDER30,13,No
338260,Black,Meter Off,0,No,FREEBWIN1,64,Yes
338259,RideShare,Meter Off,8,No,,0,Yes
338258,Black,Meter Off,2,No,10UNDER30,20,No
338257,RideShare,Meter Off,0,No,DC10,7,No
338256,Discount Cab,Cancelled,10,No,,,
338255,Discount Cab,Meter Off,12,No,BIGGAME,10,Yes
338254,Discount Cab,Meter Off,17,No,,0,Yes
338253,Discount Cab,Meter Off,19,No,,0,Yes
338252,RideShare,Cancelled,10,No,,,
338251,Discount Cab,Meter Off,14,No,OPEN,10,Yes
338250,Black,Meter Off,1,No,10UNDER30,20,No
338249,RideShare,Meter Off,35,No,DC10,10,Yes
338248,RideShare,Unable To Match,0,No,,,
338247,Discount Cab,Meter Off,13,No,DC10,10,No
338246,Discount Cab,Unable To Match,0,No,,,
338245,RideShare,Meter Off,30,No,,0,Yes
338244,Discount Cab,Meter Off,3,No,DC10,10,No
338243,Discount Cab,Meter Off,25,No,,0,Yes
338242,Discount Cab,Meter Off,15,No,,0,Yes
338241,Discount Cab,Meter Off,0,No,HOLIDAY,16,No
338240,RideShare,Meter Off,16,No,DC10,10,No
338239,Discount Cab,Meter Off,17,No,,0,Yes
338238,Discount Cab,Meter Off,26,No,,0,Yes
338237,RideShare,Meter Off,11,No,,0,Yes
338236,RideShare,Meter Off,3,No,ASUSTUDENT,10,No
338235,RideShare,Unable To Match,0,No,,,
338234,Discount Cab,Meter Off,13,No,,0,Yes
338233,Discount Cab,Meter Off,13,No,,0,Yes
338232,Discount Cab,Meter Off,4,No,DC10,10,No
338231,Discount Cab,Cancelled,0,No,,,
338230,Discount Cab,Cancelled,0,No,,,
338229,RideShare,Meter Off,11,No,,0,Yes
338228,Discount Cab,Meter Off,10,No,,0,Yes
338227,Cab,Meter Off,0,No,2pbemployee,55,Yes
338226,Discount Cab,Meter Off,5,No,1407105,10,No
338225,Discount Cab,Meter Off,6,No,DC10,10,Yes
338224,Discount Cab,Meter Off,9,No,DC10,10,No
338223,Discount Cab,Meter Off,20,No,,0,Yes
338221,Discount Cab,Unable To Match,0,No,,,
338220,Discount Cab,Meter Off,18,No,,0,Yes
338219,Discount Cab,Meter Off,15,No,,0,Yes
338218,RideShare,Meter Off,0,No,HOLIDAY,8,Yes
338217,Discount Cab,Meter Off,26,No,,0,Yes
338216,Black,Meter Off,0,No,2pbemployee,10,Yes
338215,RideShare,Meter Off,23,No,,0,Yes
338214,RideShare,Meter Off,12,No,,0,Yes
338213,Discount Cab,Meter Off,34,No,,0,Yes
338212,Black,Meter Off,0,No,2pbemployee,11,Yes
338211,Discount Cab,Meter Off,15,No,DC10,10,No
338210,Cab,Meter Off,26,No,,0,Yes
338209,Discount Cab,Unable To Auth,0,No,,,
338208,Discount Cab,Meter Off,15,No,,0,Yes
338207,RideShare,Meter Off,31,No,,0,Yes
338206,Discount Cab,Meter Off,5,No,DC10,10,No
338205,Discount Cab,Meter Off,140,No,,0,Yes
338204,Discount Cab,Meter Off,15,No,,0,Yes
338203,RideShare,Cancelled,0,No,,,
338202,RideShare,Cancelled,0,No,,,
338201,RideShare,Cancelled,0,No,,,
338200,Black,Unable To Match,0,No,,,
338199,Discount Cab,Unable To Match,0,No,,,
338198,Discount Cab,Meter Off,13,No,,0,Yes
338197,RideShare,Meter Off,28,No,,0,Yes
338196,Discount Cab,Meter Off,20,No,,0,Yes
338195,Discount Cab,Meter Off,11,No,,0,Yes
338194,Discount Cab,Meter Off,17,No,,0,Yes
338193,Discount Cab,Cancelled,0,No,,,
338192,RideShare,Meter Off,6,No,OPEN,10,No
338191,Discount Cab,Meter Off,6,No,HOLIDAY,20,No
338190,Black,Cancelled,0,No,,,
338189,Discount Cab,Meter Off,37,No,,0,Yes
338188,Discount Cab,Meter Off,52,No,,0,Yes
338187,RideShare,Cancelled,0,No,,,
338186,Discount Cab,Meter Off,9,No,,0,Yes
338185,Discount Cab,Cancelled,0,No,,,
338184,Discount Cab,Unable To Match,0,No,,,
338183,Discount Cab,Unable To Match,0,No,,,
338182,Discount Cab,Meter Off,30,No,,0,Yes
338181,Discount Cab,Meter Off,3,No,OLDTOWN10,10,No
338180,Discount Cab,Meter Off,39,No,,0,Yes
338179,RideShare,Meter Off,16,No,,0,Yes
338178,Discount Cab,Meter Off,14,No,,0,Yes
338177,RideShare,Meter Off,14,No,,0,Yes
338176,RideShare,Meter Off,9,No,,0,Yes
338175,Discount Cab,Meter Off,27,No,,0,Yes
338174,Discount Cab,Cancelled,0,No,,,
338173,Discount Cab,Meter Off,111,No,,0,Yes
338172,Discount Cab,Cancelled,0,No,,,
338171,Discount Cab,Meter Off,14,No,1308045,10,Yes
338170,RideShare,Meter Off,31,No,,0,Yes
338169,Discount Cab,Meter Off,16,No,,0,Yes
338168,Discount Cab,Meter Off,51,No,,0,Yes
338167,Discount Cab,Meter Off,21,No,,0,Yes
338166,Cab,Meter Off,0,No,2pbemployee,61,Yes
338165,Discount Cab,Meter Off,18,No,,0,Yes
338164,Black,Meter Off,0,No,2pbemployee,27,Yes
338163,Cab,Cancelled,0,Yes,,,
338162,RideShare,Cancelled,10,No,,,
338161,RideShare,Unable To Match,0,No,,,
338160,Discount Cab,Meter Off,16,No,,0,Yes
338159,RideShare,Meter Off,6,No,,0,Yes
338158,RideShare,Meter Off,8,No,,0,Yes
338157,Discount Cab,Meter Off,3,No,BIGGAME,10,Yes
338156,Discount Cab,Meter Off,28,No,,0,Yes
338155,RideShare,Meter Off,6,No,,0,Yes
338154,Cab,Cancelled,0,No,,,
338153,Cab,Cancelled,0,No,,,
338152,RideShare,Meter Off,6,No,,0,Yes
338151,Discount Cab,Meter Off,17,No,,0,Yes
338150,SUV,Meter Off,0,No,FREEBWIN1,75,Yes
338149,Discount Cab,Meter Off,39,No,,0,Yes
338148,Discount Cab,Meter Off,17,Yes,1412162,10,No
338147,RideShare,Unable To Auth,0,No,,,
338146,Discount Cab,Meter Off,22,No,,0,Yes
338145,Discount Cab,Cancelled,10,No,,,
338144,Discount Cab,Meter Off,25,No,,0,Yes
338143,RideShare,Meter Off,0,No,FB10,10,Yes
338142,Discount Cab,Meter Off,0,No,HOLIDAY,18,No
338141,Discount Cab,Unable To Match,0,No,,,
338140,Discount Cab,Meter Off,43,No,,0,Yes
338139,Discount Cab,Cancelled,10,No,,,
338138,RideShare,Meter Off,16,No,,0,Yes
338137,Discount Cab,Meter Off,46,No,,0,Yes
338136,Discount Cab,Cancelled,0,No,,,
338135,Discount Cab,Meter Off,36,No,,0,Yes
338134,Discount Cab,Meter Off,1,No,FB10,9,Yes
338133,RideShare,Meter Off,1,No,OPEN,10,Yes
338132,Discount Cab,Meter Off,17,No,,0,Yes
338131,Discount Cab,Unable To Auth,0,No,,,
338130,Discount Cab,Meter Off,19,No,West,6,Yes
338129,Discount Cab,Meter Off,21,No,,0,Yes
338128,RideShare,Meter Off,9,No,,0,Yes
338127,Discount Cab,Meter Off,9,No,DC10,10,Yes
338126,Discount Cab,Meter Off,12,No,,0,Yes
338125,Discount Cab,Meter Off,12,No,,0,Yes
338124,Discount Cab,Meter Off,12,No,DC10,10,No
338123,Discount Cab,Unable To Auth,0,No,,,
338122,Discount Cab,Unable To Auth,0,No,,,
338121,RideShare,Meter Off,6,No,,0,Yes
338120,Discount Cab,Meter Off,11,No,,0,Yes
338119,Discount Cab,Meter Off,21,No,,0,Yes
338118,Discount Cab,Meter Off,39,No,,0,Yes
338117,Discount Cab,Meter Off,15,No,DC10,10,No
338116,Discount Cab,Meter Off,24,No,,0,Yes
338115,Black,Cancelled,0,No,,,
338114,Black,Cancelled,10,No,,,
338113,Discount Cab,Meter Off,5,No,DC10,10,No
338112,Black,Cancelled,0,No,,,
338111,Discount Cab,Meter Off,32,No,,0,Yes
338110,Discount Cab,Meter Off,25,No,,0,Yes
338109,Discount Cab,Meter Off,24,No,,0,Yes
338108,Discount Cab,Meter Off,16,No,,0,Yes
338107,Discount Cab,Meter Off,4,No,DC10,10,No
338106,RideShare,Meter Off,13,No,,0,Yes
338105,Discount Cab,Meter Off,36,No,,0,Yes
338104,Discount Cab,Cancelled,0,No,,,
338103,Discount Cab,Meter Off,6,No,BIGGAME,10,Yes
338102,RideShare,Cancelled,10,No,,,
338101,RideShare,Unable To Auth,0,No,,,
338100,Discount Cab,Meter Off,15,No,,0,Yes
338099,Discount Cab,Meter Off,10,No,,0,Yes
338098,Black,Meter Off,0,No,FREEBWIN1,63,Yes
338097,Discount Cab,Meter Off,0,No,OPEN,8,Yes
338096,Discount Cab,Unable To Match,0,No,,,
338095,RideShare,Meter Off,7,No,,0,Yes
338094,Discount Cab,Meter Off,15,No,,0,Yes
338093,Discount Cab,Meter Off,25,No,,0,Yes
338092,Discount Cab,Meter Off,12,No,,0,Yes
338091,Discount Cab,Meter Off,9,No,ASUSTUDENT,10,Yes
338090,Discount Cab,Cancelled,0,Yes,,,
338089,Discount Cab,Meter Off,28,No,,0,Yes
338088,Discount Cab,Meter Off,43,No,,0,Yes
338087,Black,Meter Off,0,No,FREEBWIN1,10,Yes
338086,Discount Cab,Meter Off,18,No,FB10,10,Yes
338085,Discount Cab,Meter Off,13,No,,0,Yes
338084,Discount Cab,Cancelled,0,Yes,,,
338083,Discount Cab,Meter Off,6,No,TTAPP25,2,Yes
338082,Discount Cab,Cancelled,0,No,,,
338081,RideShare,Timed Out (Enroute),0,No,,,
338080,RideShare,Meter Off,21,No,TTAPP25,7,Yes
338079,Discount Cab,Meter Off,0,No,HOLIDAY,20,No
338078,Discount Cab,Meter Off,13,No,DC10,10,Yes
338077,RideShare,Cancelled,0,No,,,
338076,Discount Cab,Meter Off,28,No,,0,Yes
338075,RideShare,Cancelled,10,No,,,
338074,Discount Cab,Meter Off,24,No,,0,Yes
338073,Discount Cab,Meter Off,21,No,DC10,10,Yes
338072,RideShare,Meter Off,20,No,,0,Yes
338071,Discount Cab,Meter Off,3,No,OPEN,10,No
338070,Black,Meter Off,0,No,2pbemployee,18,Yes
338069,Discount Cab,Meter Off,3,Yes,DC10,10,No
338068,RideShare,Cancelled,0,No,,,
338067,Discount Cab,Unable To Match,0,No,,,
338066,Discount Cab,Meter Off,24,No,,0,Yes
338065,RideShare,Cancelled,0,No,,,
338064,Discount Cab,Unable To Match,0,No,,,
338063,Discount Cab,Cancelled,0,No,,,
338062,Discount Cab,Cancelled,0,No,,,
338061,Discount Cab,Unable To Match,0,No,,,
338060,Discount Cab,Cancelled,0,No,,,
338059,Discount Cab,Cancelled,0,No,,,
338058,Discount Cab,Meter Off,7,No,DC10,10,No
338057,Discount Cab,Meter Off,19,No,DC10,10,No
338056,Discount Cab,Meter Off,20,No,DC10,10,No
338055,Discount Cab,Cancelled,0,No,,,
338054,Black,Meter Off,0,No,2pbemployee,16,Yes
338053,Discount Cab,Unable To Auth,0,No,,,
338052,Discount Cab,Cancelled,0,No,,,
338051,RideShare,Unable To Auth,0,No,,,
338050,Discount Cab,Meter Off,18,No,,0,Yes
338049,Discount Cab,Meter Off,15,No,,0,Yes
338048,Discount Cab,Unable To Auth,0,No,,,
338047,Discount Cab,Meter Off,9,No,,0,Yes
338046,Discount Cab,Meter Off,15,No,,0,Yes
338045,Discount Cab,Meter Off,13,No,,0,Yes
338044,Discount Cab,Meter Off,41,No,,0,Yes
338043,Discount Cab,Meter Off,15,No,,0,Yes
338042,RideShare,Meter Off,6,No,OPEN,10,Yes
338041,Discount Cab,Meter Off,29,No,,0,Yes
338040,Discount Cab,Unable To Match,0,No,,,
338039,Discount Cab,Meter Off,19,No,,0,Yes
338038,Discount Cab,Meter Off,15,No,,0,Yes
338037,Discount Cab,Meter Off,13,No,,0,Yes
338036,Discount Cab,Meter Off,19,No,,0,Yes
338035,RideShare,Meter Off,9,No,,0,Yes
338034,Discount Cab,Meter Off,10,No,,0,Yes
338033,Discount Cab,Meter Off,24,No,,0,Yes
338032,Discount Cab,Meter Off,13,Yes,DC10,10,No
338031,Black,Meter Off,0,No,FREEBWIN1,65,Yes
338030,Discount Cab,Meter Off,26,No,,0,Yes
338029,Discount Cab,Meter Off,14,No,,0,Yes
338028,Discount Cab,Meter Off,15,No,,0,Yes
338026,Discount Cab,Meter Off,23,No,,0,Yes
338025,Discount Cab,Meter Off,19,No,OPEN,10,Yes
338024,Discount Cab,Meter Off,29,No,,0,Yes
338023,RideShare,Meter Off,15,No,,0,Yes
338022,Discount Cab,Meter Off,52,Yes,,0,Yes
338021,Discount Cab,Unable To Auth,0,No,,,
338020,Discount Cab,Cancelled,0,No,,,
338019,Discount Cab,Meter Off,6,Yes,57773,10,Yes
338018,Discount Cab,Meter Off,27,No,,0,Yes
338017,Discount Cab,Meter Off,9,No,OPEN,10,Yes
338016,Discount Cab,Meter Off,27,No,,0,Yes
338015,Discount Cab,Meter Off,15,No,,0,Yes
338014,Discount Cab,Unable To Auth,0,No,,,
338013,Discount Cab,Unable To Auth,0,No,,,
338012,Discount Cab,Unable To Auth,0,No,,,
338011,Discount Cab,Unable To Auth,0,No,,,
338010,Discount Cab,Unable To Auth,0,No,,,
338009,RideShare,Meter Off,13,No,,0,Yes
338008,Discount Cab,Meter Off,11,No,DC10,10,No
338007,RideShare,Meter Off,3,No,1401094,10,Yes
338006,Black,Meter Off,0,No,2pbemployee,13,Yes
338005,Discount Cab,Meter Off,3,No,OPEN,10,Yes
338004,Discount Cab,Unable To Auth,0,No,,,
338003,Discount Cab,Meter Off,11,No,,0,Yes
338002,Discount Cab,Meter Off,19,No,,0,Yes
338001,Black,Meter Off,0,No,2pbemployee,48,Yes
338000,RideShare,Meter Off,54,No,,0,Yes
337999,Discount Cab,Meter Off,27,No,,0,Yes
337998,RideShare,Meter Off,0,No,1407105,10,No
337997,RideShare,Meter Off,19,No,,0,Yes
